index,attribute,dirty_value,clean_value
7199,gender,empty,M
7222,gender,empty,M
7279,gender,sF,F
7280,gender,gF,F
7281,gender,mF,F
7282,gender,rF,F
7283,gender,***,F
7284,gender,empty,F
7285,gender,***,F
7286,gender,qF,F
7287,gender,tF,F
7288,gender,empty,F
7289,gender,empty,F
7290,gender,lF,F
7291,gender,mF,F
7292,gender,empty,F
7293,gender,qF,F
7294,gender,oF,F
7295,gender,qF,F
7296,gender,empty,F
7297,gender,***,F
7298,gender,empty,F
7323,gender,empty,M
7325,gender,empty,F
7326,gender,***,F
7327,gender,empty,F
7328,gender,empty,F
7329,gender,nF,F
7330,gender,empty,F
7331,gender,kF,F
7332,gender,***,F
7333,gender,empty,F
7334,gender,***,F
7335,gender,sF,F
7336,gender,empty,F
7337,gender,empty,F
7338,gender,jF,F
7339,gender,empty,F
7340,gender,empty,F
7341,gender,***,F
7343,gender,***,F
7344,gender,lF,F
7345,gender,***,F
7346,gender,sF,F
7347,gender,***,F
7348,gender,***,F
7349,gender,***,F
7350,gender,yF,F
7351,gender,***,F
7352,gender,yF,F
7353,gender,gF,F
7354,gender,wF,F
7355,gender,***,F
7356,gender,empty,F
7357,gender,***,F
7358,gender,wF,F
7372,gender,empty,F
7373,gender,dF,F
7374,gender,***,F
7375,gender,empty,F
7376,gender,***,F
7377,gender,empty,F
7378,gender,jF,F
7379,gender,empty,F
7380,gender,empty,F
7381,gender,empty,F
7382,gender,empty,F
7383,gender,***,F
7384,gender,iF,F
7385,gender,eF,F
7386,gender,cF,F
7387,gender,dF,F
7394,gender,wM,M
7406,gender,empty,F
7407,gender,***,F
7408,gender,***,F
7409,gender,***,F
7410,gender,empty,F
7411,gender,yF,F
7412,gender,***,F
7413,gender,empty,F
7414,gender,***,F
7415,gender,***,F
7416,gender,empty,F
7417,gender,***,F
7418,gender,zF,F
7419,gender,empty,F
7420,gender,nF,F
7421,gender,empty,F
7422,gender,empty,F
7423,gender,gF,F
7424,gender,dF,F
7425,gender,empty,F
7426,gender,***,F
7428,gender,***,F
7429,gender,***,F
7430,gender,empty,F
7431,gender,empty,F
7432,gender,***,F
7433,gender,iF,F
7434,gender,empty,F
7435,gender,bF,F
7436,gender,empty,F
7437,gender,empty,F
7438,gender,***,F
7439,gender,empty,F
7440,gender,empty,F
7441,gender,xF,F
7442,gender,empty,F
7462,gender,empty,M
7478,gender,jM,M
7483,gender,***,F
7484,gender,rF,F
7485,gender,empty,F
7486,gender,***,F
7487,gender,empty,F
7488,gender,empty,F
7489,gender,***,F
7490,gender,***,F
7491,gender,empty,F
7492,gender,***,F
7493,gender,empty,F
7494,gender,empty,F
7495,gender,***,F
7496,gender,empty,F
7497,gender,empty,F
7498,gender,kF,F
7499,gender,kF,F
7500,gender,yF,F
7501,gender,***,F
7502,gender,empty,F
7503,gender,empty,F
7504,gender,vF,F
7505,gender,***,F
7506,gender,bF,F
7507,gender,empty,F
7508,gender,eF,F
7509,gender,pF,F
7510,gender,***,F
7511,gender,***,F
7512,gender,empty,F
7513,gender,bF,F
7514,gender,***,F
7515,gender,***,F
7516,gender,***,F
7517,gender,qF,F
7519,gender,empty,M
7522,gender,empty,M
7528,gender,empty,M
7529,gender,empty,M
7533,gender,empty,M
7542,gender,yF,F
7543,gender,xF,F
7544,gender,empty,F
7545,gender,empty,F
7546,gender,***,F
7547,gender,empty,F
7548,gender,***,F
7549,gender,***,F
7550,gender,***,F
7551,gender,***,F
7552,gender,empty,F
7553,gender,***,F
7554,gender,empty,F
7555,gender,rF,F
7556,gender,hF,F
7573,gender,***,F
7574,gender,empty,F
7575,gender,***,F
7576,gender,hF,F
7577,gender,empty,F
7578,gender,empty,F
7579,gender,zF,F
7580,gender,empty,F
7581,gender,empty,F
7582,gender,nF,F
7583,gender,mF,F
7584,gender,iF,F
7585,gender,***,F
7586,gender,***,F
7587,gender,***,F
7588,gender,empty,F
7589,gender,***,F
7590,gender,pF,F
7591,gender,***,F
7593,gender,***,F
7594,gender,rF,F
7595,gender,rF,F
7596,gender,mF,F
7597,gender,empty,F
7598,gender,empty,F
7599,gender,empty,F
7600,gender,mF,F
7601,gender,tF,F
7602,gender,***,F
7603,gender,tF,F
7604,gender,***,F
7605,gender,cF,F
7606,gender,empty,F
7607,gender,empty,F
7608,gender,empty,F
7609,gender,empty,F
7610,gender,empty,F
7611,gender,empty,F
7612,gender,empty,F
7613,gender,***,F
7614,gender,empty,F
7615,gender,bF,F
7616,gender,qF,F
7617,gender,***,F
7618,gender,***,F
7646,gender,empty,M
7650,gender,empty,M
7658,gender,empty,F
7659,gender,hF,F
7660,gender,lF,F
7661,gender,tF,F
7662,gender,aF,F
7663,gender,***,F
7664,gender,oF,F
7665,gender,***,F
7666,gender,iF,F
7667,gender,qF,F
7668,gender,***,F
7669,gender,dF,F
7670,gender,***,F
7671,gender,***,F
7672,gender,***,F
7673,gender,bF,F
7674,gender,***,F
7676,gender,wF,F
7677,gender,cF,F
7678,gender,empty,F
7679,gender,empty,F
7680,gender,empty,F
7681,gender,empty,F
7682,gender,empty,F
7683,gender,vF,F
7684,gender,***,F
7685,gender,***,F
7686,gender,***,F
7687,gender,empty,F
7688,gender,empty,F
7689,gender,empty,F
7690,gender,***,F
7692,gender,***,F
7693,gender,iF,F
7694,gender,empty,F
7695,gender,***,F
7696,gender,***,F
7697,gender,uF,F
7698,gender,empty,F
7699,gender,empty,F
7700,gender,empty,F
7701,gender,empty,F
7702,gender,***,F
7703,gender,empty,F
7704,gender,oF,F
7705,gender,aF,F
7706,gender,fF,F
7707,gender,lF,F
7708,gender,jF,F
7709,gender,***,F
7710,gender,***,F
7711,gender,empty,F
7712,gender,empty,F
7713,gender,eF,F
7714,gender,empty,F
7726,gender,empty,M
7732,gender,qM,M
7743,gender,empty,M
7766,gender,***,M
7784,gender,empty,M
7792,gender,qF,F
7793,gender,empty,F
7794,gender,***,F
7795,gender,empty,F
7796,gender,oF,F
7797,gender,sF,F
7798,gender,***,F
7799,gender,hF,F
7800,gender,empty,F
7801,gender,empty,F
7802,gender,empty,F
7803,gender,xF,F
7804,gender,***,F
7805,gender,***,F
7806,gender,yF,F
7807,gender,empty,F
7808,gender,***,F
7809,gender,***,F
7810,gender,***,F
7835,gender,empty,F
7836,gender,tF,F
7837,gender,***,F
7838,gender,***,F
7839,gender,pF,F
7840,gender,***,F
7841,gender,gF,F
7842,gender,***,F
7843,gender,vF,F
7844,gender,***,F
7845,gender,mF,F
7846,gender,empty,F
7847,gender,vF,F
7848,gender,pF,F
7849,gender,iF,F
7850,gender,uF,F
7851,gender,oF,F
7852,gender,empty,F
7853,gender,***,F
7854,gender,empty,F
7855,gender,nF,F
7856,gender,empty,F
7857,gender,***,F
7858,gender,xF,F
7883,gender,empty,F
7884,gender,empty,F
7885,gender,***,F
7886,gender,empty,F
7887,gender,empty,F
7888,gender,***,F
7889,gender,jF,F
7890,gender,***,F
7891,gender,empty,F
7892,gender,empty,F
7893,gender,***,F
7894,gender,empty,F
7895,gender,***,F
7896,gender,empty,F
7897,gender,empty,F
7898,gender,***,F
7899,gender,***,F
7900,gender,empty,F
7901,gender,empty,F
7902,gender,empty,F
7903,gender,empty,F
7904,gender,empty,F
7922,gender,hF,F
7923,gender,iF,F
7924,gender,***,F
7925,gender,empty,F
7926,gender,pF,F
7927,gender,iF,F
7928,gender,empty,F
7929,gender,***,F
7930,gender,empty,F
7931,gender,iF,F
7932,gender,***,F
7933,gender,bF,F
7934,gender,gF,F
7935,gender,tF,F
7936,gender,empty,F
7937,gender,sF,F
7938,gender,empty,F
7958,gender,empty,F
7959,gender,pF,F
7960,gender,***,F
7961,gender,***,F
7962,gender,***,F
7963,gender,gF,F
7964,gender,***,F
7965,gender,fF,F
7966,gender,empty,F
7967,gender,lF,F
7968,gender,***,F
7969,gender,empty,F
7970,gender,mF,F
7971,gender,empty,F
7972,gender,aF,F
7973,gender,uF,F
7974,gender,empty,F
7976,gender,***,F
7977,gender,qF,F
7978,gender,***,F
7979,gender,***,F
7980,gender,empty,F
7981,gender,***,F
7982,gender,tF,F
7983,gender,nF,F
7984,gender,***,F
7985,gender,qF,F
7986,gender,empty,F
7987,gender,***,F
7988,gender,empty,F
7989,gender,empty,F
7990,gender,gF,F
7991,gender,***,F
7992,gender,sF,F
7993,gender,***,F
7998,gender,***,M
8024,gender,empty,M
8037,gender,***,F
8038,gender,empty,F
8039,gender,***,F
8040,gender,empty,F
8041,gender,***,F
8042,gender,hF,F
8043,gender,qF,F
8044,gender,empty,F
8045,gender,empty,F
8046,gender,empty,F
8047,gender,***,F
8048,gender,***,F
8049,gender,empty,F
8050,gender,***,F
8051,gender,***,F
8052,gender,oF,F
8053,gender,empty,F
8054,gender,***,F
8055,gender,empty,F
8056,gender,***,F
8091,gender,empty,M
8115,gender,***,M
8172,gender,***,M
8178,gender,***,M
8206,gender,empty,M
8211,gender,empty,M
8217,gender,empty,F
8218,gender,***,F
8219,gender,empty,F
8220,gender,iF,F
8221,gender,dF,F
8222,gender,empty,F
8223,gender,empty,F
8224,gender,nF,F
8225,gender,***,F
8226,gender,jF,F
8227,gender,tF,F
8228,gender,jF,F
8229,gender,qF,F
8230,gender,tF,F
8231,gender,jF,F
8232,gender,lF,F
8233,gender,empty,F
8234,gender,wF,F
8235,gender,vF,F
8236,gender,empty,F
8237,gender,empty,F
8256,gender,***,F
8257,gender,empty,F
8258,gender,kF,F
8259,gender,***,F
8260,gender,***,F
8261,gender,empty,F
8262,gender,***,F
8263,gender,empty,F
8264,gender,empty,F
8265,gender,sF,F
8266,gender,empty,F
8267,gender,***,F
8268,gender,empty,F
8269,gender,sF,F
8270,gender,wF,F
8271,gender,empty,F
8272,gender,yF,F
8273,gender,bF,F
8274,gender,empty,F
8275,gender,uF,F
8276,gender,***,F
8277,gender,***,F
8278,gender,empty,M
8286,gender,empty,M
8294,gender,empty,F
8295,gender,empty,F
8296,gender,empty,F
8297,gender,empty,F
8298,gender,empty,F
8299,gender,empty,F
8300,gender,empty,F
8301,gender,***,F
8302,gender,uF,F
8303,gender,empty,F
8304,gender,***,F
8305,gender,vF,F
8306,gender,empty,F
8307,gender,***,F
8308,gender,***,F
8309,gender,***,F
8310,gender,empty,F
8311,gender,empty,F
8312,gender,***,F
8313,gender,empty,F
8314,gender,empty,F
8315,gender,pF,F
8316,gender,***,F
8317,gender,empty,F
8318,gender,oF,F
8323,gender,empty,M
8325,gender,empty,M
8375,gender,empty,F
8376,gender,rF,F
8377,gender,aF,F
8378,gender,tF,F
8379,gender,empty,F
8380,gender,kF,F
8381,gender,kF,F
8382,gender,gF,F
8383,gender,mF,F
8384,gender,***,F
8385,gender,kF,F
8386,gender,***,F
8387,gender,nF,F
8388,gender,empty,F
8389,gender,cF,F
8390,gender,***,F
8391,gender,sF,F
8392,gender,***,F
8393,gender,empty,F
8394,gender,empty,F
8395,gender,empty,F
8396,gender,***,F
8413,gender,***,F
8414,gender,bF,F
8415,gender,empty,F
8416,gender,empty,F
8417,gender,***,F
8418,gender,***,F
8419,gender,***,F
8420,gender,***,F
8421,gender,***,F
8422,gender,dF,F
8423,gender,dF,F
8424,gender,***,F
8425,gender,empty,F
8426,gender,empty,F
8427,gender,empty,F
8428,gender,empty,F
8429,gender,empty,F
8430,gender,empty,F
8431,gender,empty,F
8432,gender,vF,F
8433,gender,empty,F
8434,gender,empty,F
8435,gender,***,F
8467,gender,empty,M
8495,gender,aF,F
8496,gender,empty,F
8497,gender,empty,F
8498,gender,empty,F
8499,gender,***,F
8500,gender,***,F
8501,gender,empty,F
8502,gender,***,F
8503,gender,hF,F
8504,gender,***,F
8505,gender,hF,F
8506,gender,empty,F
8507,gender,***,F
8508,gender,empty,F
8509,gender,hF,F
8510,gender,rF,F
8511,gender,kF,F
8512,gender,***,F
8513,gender,yF,F
8514,gender,aF,F
8515,gender,***,F
8560,gender,empty,M
8567,gender,***,M
8581,gender,empty,M
8585,gender,empty,M
8595,gender,***,F
8596,gender,empty,F
8597,gender,***,F
8598,gender,***,F
8599,gender,***,F
8600,gender,empty,F
8601,gender,empty,F
8602,gender,bF,F
8603,gender,***,F
8604,gender,***,F
8605,gender,empty,F
8606,gender,cF,F
8607,gender,bF,F
8608,gender,***,F
8609,gender,empty,F
8610,gender,***,F
8611,gender,empty,F
8612,gender,sF,F
8613,gender,zF,F
8615,gender,empty,F
8616,gender,empty,F
8617,gender,empty,F
8618,gender,***,F
8619,gender,qF,F
8620,gender,yF,F
8621,gender,***,F
8622,gender,sF,F
8623,gender,oF,F
8624,gender,empty,F
8625,gender,yF,F
8626,gender,***,F
8627,gender,empty,F
8628,gender,zF,F
8629,gender,***,F
8650,gender,empty,F
8651,gender,tF,F
8652,gender,***,F
8653,gender,hF,F
8654,gender,cF,F
8655,gender,***,F
8656,gender,empty,F
8657,gender,empty,F
8658,gender,***,F
8659,gender,empty,F
8660,gender,***,F
8661,gender,empty,F
8662,gender,***,F
8663,gender,eF,F
8664,gender,yF,F
8665,gender,mF,F
8667,gender,sF,F
8668,gender,***,F
8669,gender,***,F
8670,gender,***,F
8671,gender,empty,F
8672,gender,empty,F
8673,gender,***,F
8674,gender,***,F
8675,gender,mF,F
8676,gender,***,F
8677,gender,***,F
8678,gender,zF,F
8679,gender,empty,F
8680,gender,***,F
8681,gender,lF,F
8682,gender,empty,F
8683,gender,empty,F
8684,gender,***,F
8685,gender,empty,F
8686,gender,fF,F
8687,gender,***,F
8688,gender,empty,F
8692,gender,empty,M
8761,gender,***,F
8762,gender,cF,F
8763,gender,***,F
8764,gender,empty,F
8765,gender,empty,F
8766,gender,wF,F
8767,gender,***,F
8768,gender,empty,F
8769,gender,empty,F
8770,gender,empty,F
8771,gender,empty,F
8772,gender,sF,F
8773,gender,yF,F
8774,gender,***,F
8775,gender,***,F
8776,gender,eF,F
8777,gender,***,F
8778,gender,zF,F
8779,gender,bF,F
8780,gender,fF,F
8781,gender,***,F
8782,gender,***,F
8783,gender,***,F
8784,gender,empty,F
8785,gender,hF,F
8787,gender,***,F
8788,gender,***,F
8789,gender,empty,F
8790,gender,empty,F
8791,gender,empty,F
8792,gender,***,F
8793,gender,***,F
8794,gender,empty,F
8795,gender,empty,F
8796,gender,empty,F
8797,gender,***,F
8798,gender,oF,F
8799,gender,empty,F
8800,gender,empty,F
8801,gender,kF,F
8802,gender,empty,F
8803,gender,***,F
8804,gender,empty,F
8805,gender,***,F
8806,gender,aF,F
8807,gender,fF,F
8808,gender,pF,F
8809,gender,zF,F
8810,gender,***,F
8811,gender,***,F
8813,gender,uF,F
8814,gender,empty,F
8815,gender,empty,F
8816,gender,yF,F
8817,gender,***,F
8818,gender,empty,F
8819,gender,***,F
8820,gender,empty,F
8821,gender,zF,F
8822,gender,xF,F
8823,gender,iF,F
8824,gender,***,F
8825,gender,***,F
8826,gender,***,F
8827,gender,empty,F
8828,gender,empty,F
8830,gender,mF,F
8831,gender,***,F
8832,gender,empty,F
8833,gender,vF,F
8834,gender,***,F
8835,gender,***,F
8836,gender,rF,F
8837,gender,empty,F
8838,gender,empty,F
8839,gender,empty,F
8840,gender,yF,F
8841,gender,***,F
8842,gender,***,F
8843,gender,***,F
8844,gender,empty,F
8845,gender,empty,F
8846,gender,empty,F
8847,gender,***,F
8848,gender,hF,F
8854,gender,tM,M
8869,gender,empty,F
8870,gender,empty,F
8871,gender,fF,F
8872,gender,kF,F
8873,gender,sF,F
8874,gender,empty,F
8875,gender,***,F
8876,gender,***,F
8877,gender,empty,F
8878,gender,***,F
8879,gender,empty,F
8880,gender,dF,F
8881,gender,***,F
8882,gender,gF,F
8883,gender,***,F
8884,gender,***,F
8885,gender,***,F
8917,gender,empty,F
8918,gender,***,F
8919,gender,***,F
8920,gender,empty,F
8921,gender,***,F
8922,gender,***,F
8923,gender,empty,F
8924,gender,qF,F
8925,gender,uF,F
8926,gender,yF,F
8927,gender,dF,F
8928,gender,empty,F
8929,gender,***,F
8930,gender,empty,F
8931,gender,***,F
8932,gender,empty,F
