index,attribute,dirty_value,clean_value
3204,surname,Waldherr,Andraka
3230,surname,Milicia,Noltemeier
3239,surname,Rayne,Remp
3240,surname,Rayne,Waldherr
3241,surname,Waldherr,Dighe
3247,surname,Haining,Hooghiemstra
3280,surname,Waldherr,Kolvik
3284,surname,Waldherr,Gubitoso
3306,surname,Haining,Wolin
3323,surname,Rayne,Waldherr
3352,surname,Waldherr,Clemm
3368,surname,Milicia,Babb
3376,surname,Waldherr,Broch
3415,surname,Haining,Prenel
3426,surname,Milicia,Batz
3433,surname,Milicia,Bollman
3478,surname,Obermaier,Rudstrom
3497,surname,Obermaier,Bertsekas
3512,surname,Milicia,Batz
3527,surname,Waldherr,Broch
3528,surname,Rayne,Bouabdallah
3564,surname,Obermaier,Togni
3573,surname,Milicia,Guyton
3575,surname,Obermaier,Bertsekas
3580,surname,Haining,Prenel
3581,surname,Waldherr,Kolvik
3617,surname,Rayne,Leifker
3626,surname,Milicia,Coppola
3627,surname,Obermaier,Cippico
3652,surname,Waldherr,Andraka
3665,surname,Waldherr,Konikowska
3673,surname,Rayne,Waldherr
3676,surname,Rayne,Devroye
3690,surname,Waldherr,Dighe
3694,surname,Rayne,Senator
3710,surname,Milicia,Babb
3723,surname,Haining,Prenel
3745,surname,Rayne,Leifker
3749,surname,Milicia,Noltemeier
3766,surname,Milicia,Noltemeier
3773,surname,Waldherr,Andraka
3775,surname,Waldherr,Weener
3776,surname,Obermaier,Bertsekas
3792,surname,Rayne,Devroye
3796,surname,Milicia,Guyton
3801,surname,Waldherr,Dighe
3809,surname,Milicia,Batz
3816,surname,Waldherr,Kolvik
3822,surname,Haining,Preas
3830,surname,Waldherr,Dighe
3860,surname,Milicia,Batz
3861,surname,Haining,Preas
3871,surname,Waldherr,Weener
3890,surname,Milicia,Coppola
3910,surname,Haining,Yang
3917,surname,Milicia,Coppola
3965,surname,Milicia,McCain
3972,surname,Rayne,Bouabdallah
3976,surname,Haining,Yang
3991,surname,Haining,Preas
3999,surname,Milicia,Kusakabe
4003,surname,Haining,Hooghiemstra
4011,surname,Obermaier,Cippico
4013,surname,Haining,Wolin
4019,surname,Waldherr,Dighe
4030,surname,Milicia,Kakuta
4032,surname,Milicia,Kakuta
4033,surname,Haining,Yang
4034,surname,Obermaier,Guoxing
4060,surname,Obermaier,Rudstrom
4068,surname,Rayne,Bouabdallah
4080,surname,Haining,Wolin
4083,surname,Haining,Hooghiemstra
4096,surname,Rayne,Remp
4099,surname,Haining,Prenel
4105,surname,Rayne,Devroye
4121,surname,Milicia,Kakuta
4128,surname,Waldherr,Dighe
4140,surname,Rayne,Leifker
4145,surname,Waldherr,Andraka
4153,surname,Haining,Prenel
4164,surname,Milicia,Kusakabe
4179,surname,Waldherr,Clemm
4181,surname,Waldherr,Andraka
4188,surname,Rayne,Remp
4225,surname,Rayne,Obermaier
4239,surname,Waldherr,Konikowska
4255,surname,Waldherr,Dighe
4261,surname,Waldherr,Dighe
4271,surname,Waldherr,Kolvik
4273,surname,Rayne,Gull
4283,surname,Waldherr,Dighe
4285,surname,Rayne,Obermaier
4299,surname,Haining,Hooghiemstra
4307,surname,Rayne,Senator
4315,surname,Rayne,Devroye
4324,surname,Milicia,McCain
4332,surname,Rayne,Remp
4352,surname,Milicia,Batz
4360,surname,Haining,Hooghiemstra
4369,surname,Waldherr,Dighe
4388,surname,Waldherr,Konikowska
4407,surname,Rayne,Devroye
4424,surname,Haining,Preas
4427,surname,Waldherr,Dighe
4429,surname,Milicia,Babb
4434,surname,Milicia,Ruocco
4441,surname,Obermaier,Bertsekas
4443,surname,Haining,Preas
4446,surname,Rayne,Gull
4483,surname,Milicia,McCain
4498,surname,Waldherr,Kolvik
4519,surname,Haining,Yang
4527,surname,Haining,Hooghiemstra
4564,surname,Milicia,Ruocco
4595,surname,Haining,Preas
4602,surname,Waldherr,Konikowska
4622,surname,Milicia,Coppola
4630,surname,Milicia,Kusakabe
4636,surname,Waldherr,Dighe
4638,surname,Waldherr,Weener
4643,surname,Waldherr,Konikowska
4650,surname,Obermaier,Rudstrom
4661,surname,Rayne,Remp
4678,surname,Haining,Prenel
4698,surname,Milicia,Kakuta
4700,surname,Obermaier,Togni
4708,surname,Waldherr,Weener
4712,surname,Obermaier,Bertsekas
4731,surname,Haining,Preas
4733,surname,Obermaier,Rudstrom
4756,surname,Milicia,McCain
4768,surname,Milicia,McCain
4776,surname,Waldherr,Kolvik
4784,surname,Waldherr,Andraka
4796,surname,Milicia,Blix
4800,surname,Waldherr,Dighe
4808,surname,Milicia,Babb
4818,surname,Rayne,Remp
4820,surname,Milicia,Coppola
4828,surname,Rayne,Senator
4843,surname,Obermaier,Cippico
4847,surname,Rayne,Devroye
4852,surname,Milicia,Blix
4878,surname,Obermaier,Guoxing
4909,surname,Rayne,Obermaier
4921,surname,Waldherr,Broch
4924,surname,Rayne,Senator
4933,surname,Waldherr,Andraka
4934,surname,Waldherr,Konikowska
4940,surname,Milicia,Batz
4950,surname,Waldherr,Weener
4969,surname,Rayne,Obermaier
4972,surname,Rayne,Devroye
4990,surname,Rayne,Waldherr
4994,surname,Haining,Yang
4997,surname,Haining,Yang
5004,surname,Milicia,Coppola
5011,surname,Waldherr,Clemm
5024,surname,Rayne,Senator
5025,surname,Rayne,Senator
5030,surname,Obermaier,Bertsekas
5036,surname,Waldherr,Weener
5038,surname,Haining,Wolin
5045,surname,Rayne,Remp
5089,surname,Obermaier,Bertsekas
5095,surname,Milicia,Kusakabe
5120,surname,Haining,Preas
5124,surname,Milicia,Bollman
5130,surname,Obermaier,Cippico
5132,surname,Obermaier,Cippico
5147,surname,Milicia,Guyton
5150,surname,Waldherr,Gubitoso
5167,surname,Obermaier,Rudstrom
5178,surname,Haining,Wolin
5193,surname,Waldherr,Andraka
5195,surname,Milicia,Ruocco
5218,surname,Milicia,Bollman
5222,surname,Obermaier,Cippico
5228,surname,Milicia,Noltemeier
5239,surname,Obermaier,Cippico
5240,surname,Obermaier,Cippico
5262,surname,Rayne,Leifker
5291,surname,Rayne,Waldherr
5295,surname,Waldherr,Broch
5308,surname,Rayne,Senator
5318,surname,Haining,Preas
5340,surname,Obermaier,Togni
5343,surname,Rayne,Senator
5357,surname,Haining,Wolin
5358,surname,Milicia,Kusakabe
5391,surname,Milicia,McCain
5392,surname,Milicia,Babb
5410,surname,Waldherr,Gubitoso
5419,surname,Rayne,Devroye
5420,surname,Obermaier,Bertsekas
5422,surname,Rayne,Leifker
5432,surname,Obermaier,Rudstrom
5448,surname,Milicia,Babb
5464,surname,Milicia,Noltemeier
5469,surname,Obermaier,Rudstrom
5477,surname,Milicia,Guyton
5483,surname,Milicia,Batz
5489,surname,Haining,Preas
5504,surname,Milicia,Ruocco
5506,surname,Milicia,Babb
5516,surname,Waldherr,Dighe
5522,surname,Milicia,Coppola
5523,surname,Haining,Hooghiemstra
5533,surname,Waldherr,Gubitoso
5535,surname,Haining,Wolin
5541,surname,Obermaier,Guoxing
5544,surname,Waldherr,Gubitoso
5545,surname,Rayne,Remp
5551,surname,Haining,Prenel
5556,surname,Obermaier,Cippico
5559,surname,Rayne,Senator
5570,surname,Waldherr,Kolvik
5571,surname,Waldherr,Clemm
5578,surname,Milicia,Guyton
5608,surname,Haining,Preas
5609,surname,Rayne,Devroye
5626,surname,Milicia,Batz
5643,surname,Waldherr,Weener
5655,surname,Rayne,Remp
5663,surname,Waldherr,Weener
5666,surname,Obermaier,Bertsekas
5684,surname,Milicia,Batz
5693,surname,Rayne,Remp
5708,surname,Rayne,Remp
5721,surname,Waldherr,Clemm
5723,surname,Rayne,Devroye
5729,surname,Rayne,Bouabdallah
5745,surname,Haining,Preas
5756,surname,Obermaier,Bertsekas
5777,surname,Waldherr,Kolvik
5785,surname,Waldherr,Gubitoso
5788,surname,Milicia,Noltemeier
5800,surname,Rayne,Gull
5811,surname,Milicia,Guyton
5814,surname,Waldherr,Gubitoso
5830,surname,Milicia,McCain
5844,surname,Milicia,Noltemeier
5865,surname,Waldherr,Andraka
5880,surname,Rayne,Leifker
5915,surname,Milicia,McCain
5919,surname,Waldherr,Broch
5922,surname,Waldherr,Broch
5924,surname,Waldherr,Andraka
5940,surname,Obermaier,Rudstrom
5947,surname,Milicia,Guyton
5959,surname,Milicia,Babb
5970,surname,Waldherr,Weener
5986,surname,Haining,Wolin
5995,surname,Waldherr,Clemm
6016,surname,Rayne,Leifker
6027,surname,Milicia,Kakuta
6033,surname,Milicia,Babb
6037,surname,Milicia,Kusakabe
6052,surname,Waldherr,Weener
6070,surname,Obermaier,Rudstrom
6079,surname,Waldherr,Weener
6097,surname,Obermaier,Guoxing
6159,surname,Waldherr,Dighe
6167,surname,Haining,Yang
6174,surname,Waldherr,Kolvik
6178,surname,Milicia,Batz
6182,surname,Rayne,Senator
6188,surname,Milicia,Coppola
6202,surname,Milicia,McCain
6213,surname,Haining,Yang
6226,surname,Waldherr,Broch
6228,surname,Waldherr,Gubitoso
6241,surname,Milicia,McCain
6274,surname,Rayne,Leifker
6278,surname,Milicia,Kusakabe
6292,surname,Milicia,Ruocco
6296,surname,Rayne,Bouabdallah
6303,surname,Rayne,Remp
6327,surname,Haining,Wolin
6333,surname,Rayne,Senator
6337,surname,Haining,Hooghiemstra
6347,surname,Obermaier,Rudstrom
6359,surname,Obermaier,Guoxing
6365,surname,Waldherr,Clemm
6366,surname,Waldherr,Broch
6370,surname,Obermaier,Rudstrom
6373,surname,Rayne,Gull
6390,surname,Milicia,Babb
6414,surname,Rayne,Remp
6434,surname,Waldherr,Gubitoso
6451,surname,Waldherr,Weener
6459,surname,Waldherr,Konikowska
6469,surname,Rayne,Waldherr
6485,surname,Waldherr,Weener
6490,surname,Milicia,McCain
6492,surname,Haining,Wolin
6497,surname,Waldherr,Weener
6543,surname,Rayne,Devroye
6548,surname,Milicia,Kakuta
6551,surname,Milicia,Kusakabe
6555,surname,Rayne,Senator
6556,surname,Haining,Wolin
6567,surname,Rayne,Gull
6568,surname,Milicia,Babb
6574,surname,Rayne,Gull
6583,surname,Milicia,Noltemeier
6587,surname,Milicia,Bollman
6606,surname,Obermaier,Bertsekas
6626,surname,Rayne,Devroye
6671,surname,Rayne,Remp
6680,surname,Waldherr,Kolvik
6697,surname,Haining,Hooghiemstra
6700,surname,Milicia,Bollman
6707,surname,Rayne,Waldherr
6712,surname,Rayne,Devroye
6748,surname,Waldherr,Konikowska
6751,surname,Waldherr,Kolvik
6756,surname,Waldherr,Andraka
6780,surname,Waldherr,Kolvik
6783,surname,Waldherr,Kolvik
6811,surname,Obermaier,Guoxing
6817,surname,Rayne,Leifker
6820,surname,Waldherr,Andraka
6836,surname,Milicia,Kusakabe
6837,surname,Obermaier,Cippico
6848,surname,Obermaier,Guoxing
6856,surname,Haining,Yang
6857,surname,Rayne,Obermaier
6869,surname,Rayne,Gull
6870,surname,Rayne,Senator
6875,surname,Rayne,Leifker
6876,surname,Haining,Preas
6915,surname,Waldherr,Clemm
6921,surname,Milicia,Bollman
6935,surname,Rayne,Senator
6936,surname,Waldherr,Andraka
6944,surname,Milicia,McCain
6948,surname,Milicia,Coppola
6953,surname,Waldherr,Konikowska
6962,surname,Milicia,Coppola
6973,surname,Milicia,Blix
6986,surname,Haining,Wolin
6998,surname,Waldherr,Konikowska
6999,surname,Waldherr,Andraka
7015,surname,Milicia,Babb
7016,surname,Obermaier,Guoxing
7025,surname,Milicia,Ruocco
7041,surname,Waldherr,Weener
7063,surname,Milicia,Guyton
7076,surname,Rayne,Devroye
7079,surname,Milicia,Blix
7091,surname,Milicia,Guyton
7098,surname,Milicia,Coppola
7130,surname,Milicia,Babb
7148,surname,Milicia,McCain
7151,surname,Milicia,Babb
7161,surname,Milicia,Kakuta
7173,surname,Waldherr,Kolvik
7188,surname,Rayne,Leifker
7190,surname,Waldherr,Clemm
7194,surname,Haining,Hooghiemstra
7207,surname,Rayne,Senator
7222,surname,Milicia,Bollman
7246,surname,Milicia,Noltemeier
7257,surname,Waldherr,Weener
7288,surname,Haining,Prenel
7297,surname,Rayne,Waldherr
7298,surname,Haining,Yang
7306,surname,Rayne,Waldherr
7320,surname,Waldherr,Dighe
7328,surname,Milicia,McCain
7331,surname,Obermaier,Guoxing
7334,surname,Rayne,Gull
7356,surname,Rayne,Leifker
7361,surname,Milicia,Ruocco
7365,surname,Waldherr,Broch
7376,surname,Obermaier,Cippico
7385,surname,Rayne,Obermaier
7386,surname,Haining,Prenel
7390,surname,Haining,Preas
7404,surname,Milicia,Coppola
7408,surname,Waldherr,Clemm
7411,surname,Rayne,Devroye
7415,surname,Milicia,Kusakabe
7418,surname,Haining,Prenel
7437,surname,Obermaier,Guoxing
7439,surname,Milicia,McCain
7440,surname,Rayne,Gull
7443,surname,Obermaier,Rudstrom
7451,surname,Haining,Prenel
7455,surname,Milicia,Bollman
7469,surname,Haining,Yang
7470,surname,Obermaier,Cippico
7480,surname,Waldherr,Gubitoso
7483,surname,Rayne,Leifker
7484,surname,Rayne,Remp
7517,surname,Rayne,Bouabdallah
7532,surname,Waldherr,Broch
7533,surname,Milicia,Kusakabe
7534,surname,Rayne,Obermaier
7540,surname,Haining,Prenel
7547,surname,Milicia,Bollman
7554,surname,Haining,Hooghiemstra
7576,surname,Waldherr,Konikowska
7577,surname,Rayne,Bouabdallah
7582,surname,Rayne,Leifker
7594,surname,Haining,Yang
7606,surname,Waldherr,Dighe
7624,surname,Milicia,Babb
7631,surname,Rayne,Remp
7635,surname,Milicia,Ruocco
7661,surname,Obermaier,Rudstrom
7662,surname,Rayne,Obermaier
7664,surname,Milicia,McCain
7671,surname,Haining,Wolin
7677,surname,Milicia,Ruocco
7700,surname,Obermaier,Bertsekas
7706,surname,Waldherr,Dighe
7717,surname,Milicia,Kusakabe
7722,surname,Haining,Preas
7725,surname,Milicia,Guyton
7735,surname,Milicia,Ruocco
7740,surname,Milicia,Babb
7752,surname,Rayne,Obermaier
7753,surname,Waldherr,Clemm
7759,surname,Milicia,Babb
7772,surname,Haining,Prenel
7786,surname,Rayne,Waldherr
7793,surname,Haining,Preas
7802,surname,Haining,Yang
7807,surname,Obermaier,Rudstrom
7817,surname,Waldherr,Gubitoso
7819,surname,Rayne,Leifker
7821,surname,Rayne,Obermaier
7842,surname,Milicia,Kakuta
7851,surname,Waldherr,Weener
7854,surname,Milicia,Bollman
7861,surname,Rayne,Waldherr
7878,surname,Haining,Hooghiemstra
7882,surname,Haining,Prenel
7899,surname,Waldherr,Clemm
7912,surname,Waldherr,Weener
7925,surname,Milicia,Batz
7929,surname,Waldherr,Konikowska
7936,surname,Obermaier,Cippico
7938,surname,Rayne,Obermaier
7961,surname,Rayne,Leifker
7977,surname,Waldherr,Andraka
7984,surname,Milicia,Bollman
7985,surname,Rayne,Bouabdallah
8001,surname,Waldherr,Gubitoso
8006,surname,Haining,Yang
8015,surname,Milicia,Kakuta
8019,surname,Rayne,Gull
8023,surname,Haining,Yang
8033,surname,Waldherr,Andraka
8037,surname,Waldherr,Gubitoso
8039,surname,Rayne,Bouabdallah
8047,surname,Milicia,Bollman
8059,surname,Rayne,Bouabdallah
8073,surname,Milicia,Batz
8075,surname,Milicia,Guyton
8082,surname,Milicia,Coppola
8086,surname,Rayne,Gull
8089,surname,Waldherr,Clemm
8099,surname,Waldherr,Konikowska
8126,surname,Waldherr,Andraka
8137,surname,Waldherr,Weener
8147,surname,Milicia,McCain
8152,surname,Milicia,Bollman
8153,surname,Rayne,Obermaier
8165,surname,Milicia,Guyton
8168,surname,Rayne,Bouabdallah
8179,surname,Milicia,McCain
8212,surname,Obermaier,Rudstrom
8240,surname,Waldherr,Weener
8250,surname,Milicia,Babb
8252,surname,Waldherr,Clemm
8267,surname,Waldherr,Broch
8271,surname,Milicia,McCain
8281,surname,Haining,Prenel
8340,surname,Waldherr,Gubitoso
8350,surname,Waldherr,Andraka
8354,surname,Rayne,Obermaier
8361,surname,Milicia,Blix
8363,surname,Rayne,Obermaier
8370,surname,Rayne,Waldherr
8377,surname,Obermaier,Togni
8381,surname,Rayne,Obermaier
8386,surname,Milicia,Coppola
8397,surname,Haining,Prenel
8421,surname,Rayne,Leifker
8422,surname,Haining,Wolin
8424,surname,Waldherr,Gubitoso
8447,surname,Rayne,Obermaier
8454,surname,Milicia,McCain
8457,surname,Milicia,Noltemeier
8463,surname,Rayne,Gull
8480,surname,Waldherr,Gubitoso
8504,surname,Obermaier,Cippico
8512,surname,Milicia,Noltemeier
8521,surname,Waldherr,Andraka
8544,surname,Rayne,Leifker
8564,surname,Rayne,Leifker
8571,surname,Milicia,Kusakabe
8606,surname,Milicia,Kusakabe
8628,surname,Waldherr,Dighe
8651,surname,Obermaier,Rudstrom
8655,surname,Milicia,Blix
8668,surname,Obermaier,Bertsekas
8673,surname,Haining,Yang
8676,surname,Milicia,Batz
8700,surname,Haining,Wolin
8710,surname,Rayne,Devroye
8719,surname,Rayne,Obermaier
8722,surname,Rayne,Leifker
8734,surname,Rayne,Waldherr
8744,surname,Rayne,Obermaier
8746,surname,Rayne,Leifker
8761,surname,Obermaier,Cippico
8762,surname,Waldherr,Weener
8777,surname,Milicia,Blix
8779,surname,Rayne,Devroye
8780,surname,Milicia,McCain
8791,surname,Waldherr,Konikowska
8798,surname,Waldherr,Dighe
8802,surname,Waldherr,Gubitoso
8833,surname,Obermaier,Guoxing
8839,surname,Obermaier,Togni
8882,surname,Waldherr,Clemm
8886,surname,Waldherr,Clemm
8891,surname,Obermaier,Bertsekas
8894,surname,Haining,Wolin
8914,surname,Waldherr,Weener
8915,surname,Rayne,Obermaier
8923,surname,Milicia,McCain
8934,surname,Milicia,Batz
8937,surname,Milicia,Guyton
8939,surname,Waldherr,Gubitoso
8940,surname,Milicia,Ruocco
8953,surname,Haining,Hooghiemstra
8972,surname,Haining,Hooghiemstra
8973,surname,Waldherr,Weener
8976,surname,Milicia,McCain
8994,surname,Milicia,Guyton
8999,surname,Rayne,Waldherr
9013,surname,Obermaier,Cippico
9019,surname,Waldherr,Andraka
9021,surname,Waldherr,Kolvik
9051,surname,Rayne,Bouabdallah
9054,surname,Milicia,Batz
9069,surname,Milicia,Noltemeier
9085,surname,Rayne,Remp
9115,surname,Milicia,Kusakabe
9129,surname,Obermaier,Bertsekas
9133,surname,Obermaier,Guoxing
9154,surname,Rayne,Senator
9158,surname,Waldherr,Andraka
9162,surname,Waldherr,Weener
9169,surname,Haining,Preas
9196,surname,Milicia,McCain
9200,surname,Haining,Prenel
9204,surname,Milicia,Coppola
9221,surname,Waldherr,Konikowska
9247,surname,Haining,Hooghiemstra
9281,surname,Milicia,Batz
9296,surname,Waldherr,Konikowska
9316,surname,Milicia,Kusakabe
