attribute,clean_value,dirty_value,index
flight,AA-3979-CVG-ORD,AA-3859-IAH-ORD,568
flight,AA-1279-DFW-PHX,AA-3859-IAH-ORD,569
flight,AA-404-MIA-MCO,AA-3859-IAH-ORD,570
flight,AA-3756-ORD-SLC,AA-3859-IAH-ORD,571
flight,UA-382-IAD-LAX,AA-3859-IAH-ORD,572
flight,UA-2945-PHL-CLT,AA-3859-IAH-ORD,573
flight,CO-47-IAH-LAX,AA-3859-IAH-ORD,574
flight,AA-446-DFW-PHL,AA-3859-IAH-ORD,654
flight,CO-1023-IAH-DEN,AA-3859-IAH-ORD,655
flight,AA-466-IAH-MIA,AA-3859-IAH-ORD,656
flight,UA-3050-PHX-CLT,AA-3859-IAH-ORD,657
flight,CO-89-IAH-EWR,AA-3859-IAH-ORD,658
flight,CO-1088-CLE-IAH,AA-3859-IAH-ORD,659
flight,AA-1664-MIA-ATL,AA-3859-IAH-ORD,660
flight,AA-1279-DFW-PHX,AA-3859-IAH-ORD,661
flight,UA-854-SFO-IAH,AA-3859-IAH-ORD,662
flight,UA-382-IAD-LAX,AA-3859-IAH-ORD,663
flight,AA-4344-ORD-DTW,AA-3859-IAH-ORD,664
flight,UA-257-JFK-SFO,AA-3859-IAH-ORD,665
flight,UA-2945-PHL-CLT,AA-3859-IAH-ORD,666
flight,CO-63-EWR-IAH,AA-3859-IAH-ORD,667
flight,CO-47-IAH-LAX,empty,668
flight,AA-2050-ORD-MIA,AA-3859-IAH-ORD,669
flight,UA-248-PHX-ORD,AA-3859-IAH-ORD,670
flight,AA-4330-CVG-ORD,AA-3859-IAH-ORD,671
flight,AA-1434-DFW-MCO,AA-3859-IAH-ORD,672
flight,AA-1640-MIA-MCO,AA-3859-IAH-ORD,673
flight,AA-643-MIA-ORD,AA-3859-IAH-ORD,679
flight,UA-2906-PHL-MCO,AA-3859-IAH-ORD,681
flight,UA-938-DEN-ORD,AA-3859-IAH-ORD,682
flight,AA-1221-MCO-ORD,AA-3859-IAH-ORD,683
flight,CO-16-LAX-EWR,AA-3859-IAH-ORD,684
flight,UA-2515-DFW-CLT,AA-3859-IAH-ORD,685
flight,AA-400-DFW-JFK,AA-3859-IAH-ORD,686
flight,UA-664-ORD-PHL,AA-3859-IAH-ORD,687
flight,AA-3756-ORD-SLC,AA-3859-IAH-ORD,688
flight,UA-37-EWR-MCO,AA-3859-IAH-ORD,689
flight,AA-1522-SFO-ORD,AA-3859-IAH-ORD,690
flight,UA-233-LAX-JFK,AA-3859-IAH-ORD,691
flight,AA-3823-LAX-DEN,AA-3859-IAH-ORD,692
flight,AA-2312-DFW-DTW,AA-3859-IAH-ORD,693
flight,AA-1165-JFK-MIA,AA-3859-IAH-ORD,694
flight,AA-431-MIA-SFO,AA-3859-IAH-ORD,695
flight,UA-3373-IAD-PHL,AA-3859-IAH-ORD,696
flight,AA-649-ORD-SNA,AA-3859-IAH-ORD,697
flight,CO-1250-MIA-IAH,AA-3859-IAH-ORD,698
flight,UA-6273-YYC-SFO,AA-3859-IAH-ORD,699
flight,CO-4888-IAH-DAL,empty,701
flight,UA-1500-IAH-GUA,U-1500-IAH-GUA,707
flight,AA-1544-SAN-ORD,AA-1544-ASN-ORD,736
flight,UA-248-PHX-ORD,UA-248l-PHX-ORD,757
flight,AA-2525-DFW-MIA,AA-2525-DFcW-MIA,797
flight,AA-3-JFK-LAX,AA-3f-JFK-LAX,818
flight,AA-3063-SLC-LAX,AA-3063-SLC-LAyX,886
flight,AA-643-MIA-ORD,empty,972
flight,AA-1544-SAN-ORD,empty,998
flight,UA-858-PVG-SFO,UA-885-PVG-SFO,1047
flight,AA-4277-CVG-JFK,AA-4277-CGV-JFK,1056
flight,UA-3925-IAD-ORF,UAy-3925-IAD-ORF,1075
flight,AA-1886-BOS-MIA,empty,1183
flight,AA-1221-MCO-ORD,empty,1196
flight,AA-204-LAX-MCO,empty,1234
flight,UA-664-ORD-PHL,empty,1283
flight,AA-222-LAX-BOS,empty,1323
flight,CO-4888-IAH-DAL,empty,1442
flight,AA-3063-SLC-LAX,empty,1474
flight,AA-446-DFW-PHL,empty,1481
flight,UA-854-SFO-IAH,UA-584-SFO-IAH,1520
flight,UA-257-JFK-SFO,UA-257-JdFK-SFO,1523
flight,AA-643-MIA-ORD,empty,1538
flight,AA-4198-ORD-CLE,empty,1582
flight,CO-1090-BOS-IAH,empty,1597
flight,AA-789-ORD-DEN,empty,1645
flight,UA-828-SFO-ORD,empty,1656
flight,AA-518-MIA-JFK,AA-518-MIA-FJK,1663
flight,AA-466-IAH-MIA,empty,1675
flight,AA-2525-DFW-MIA,AA-2525-FW-MIA,1687
flight,AA-1917-JFK-MCO,A-A1917-JFK-MCO,1716
flight,AA-3786-IAH-ORD,empty,1721
flight,CO-1586-IAH-MCO,CO-1586-IAHM-CO,1760
flight,AA-446-DFW-PHL,empty,1783
flight,AA-1640-MIA-MCO,AA-1m640-MIA-MCO,1802
flight,UA-938-DEN-ORD,empty,1811
flight,AA-3859-IAH-ORD,AA-385b9-IAH-ORD,1859
flight,UA-664-ORD-PHL,UA-664-ROD-PHL,1917
flight,AA-3756-ORD-SLC,empty,2009
flight,UA-2708-EWR-CLT,empty,2026
flight,AA-616-DFW-DTW,AA-616-DFW-DWT,2067
flight,AA-1664-MIA-ATL,empty,2081
flight,UA-248-PHX-ORD,empty,2091
flight,AA-4330-CVG-ORD,AA-4330-vCVG-ORD,2092
flight,AA-3063-SLC-LAX,AA-3063-aSLC-LAX,2125
flight,AA-3859-IAH-ORD,empty,2156
flight,UA-397-JFK-SFO,empty,2159
flight,CO-1023-IAH-DEN,empty,2181
flight,CO-1088-CLE-IAH,CO-1i088-CLE-IAH,2185
flight,UA-664-ORD-PHL,A-664-ORD-PHL,2213
flight,AA-3756-ORD-SLC,A-3756-ORD-SLC,2214
flight,UA-3373-IAD-PHL,UA-3373-ID-PHL,2222
flight,UA-3099-PHX-PHL,U-A3099-PHX-PHL,2249
flight,CO-45-EWR-MIA,CO-5-EWR-MIA,2252
flight,UA-2726-FLL-PHL,empty,2262
flight,CO-52-IAH-LAX,CO-52IAH-LAX,2263
flight,AA-2957-DFW-CVG,AA-295i7-DFW-CVG,2271
flight,AA-1279-DFW-PHX,empty,2274
flight,UA-3099-PHX-PHL,UA-309-PHX-PHL,2317
flight,CO-45-EWR-MIA,empty,2319
flight,AA-3809-PHX-LAX,empty,2320
flight,AA-1640-MIA-MCO,AA-164g0-MIA-MCO,2326
flight,UA-2830-MCO-CLT,UA-2830-MCO-CT,2328
flight,AA-616-DFW-DTW,AA-616-DF-WDTW,2333
sched_dep_time,11:50 AM,empty,9
sched_dep_time,08:00 AM,08:00 M,54
sched_dep_time,11:25 AM,empty,59
sched_dep_time,06:45 PM,06:45l PM,95
sched_dep_time,06:59 AM,06k:59 AM,117
sched_dep_time,04:55 PM,04:55 PnM,201
sched_dep_time,04:15 PM,empty,268
sched_dep_time,07:30 AM,empty,277
sched_dep_time,01:00 PM,0100 PM,278
sched_dep_time,04:25 PM,empty,303
sched_dep_time,06:00 AM,empty,335
sched_dep_time,07:10 AM,07:10 MA,336
sched_dep_time,08:15 AM,8:15 AM,355
sched_dep_time,08:05 AM,empty,360
sched_dep_time,11:45 AM,empty,372
sched_dep_time,04:55 PM,04:55 PqM,389
sched_dep_time,04:25 PM,04:25 PaM,401
sched_dep_time,11:08 PM,11:08 MP,410
sched_dep_time,02:55 PM,d02:55 PM,419
sched_dep_time,04:55 PM,045:5 PM,488
sched_dep_time,10:25 AM,empty,492
sched_dep_time,07:10 AM,empty,537
sched_dep_time,07:15 PM,empty,583
sched_dep_time,04:55 PM,04:5 PM,588
sched_dep_time,07:10 AM,empty,630
sched_dep_time,04:55 PM,4:55 PM,680
sched_dep_time,01:29 PM,01:29 PcM,689
sched_dep_time,09:00 PM,empty,692
sched_dep_time,07:25 AM,empty,721
sched_dep_time,04:55 PM,04:55 PtM,765
sched_dep_time,06:59 AM,0:659 AM,775
sched_dep_time,09:45 AM,empty,827
sched_dep_time,04:55 PM,empty,862
sched_dep_time,08:20 PM,08:2 PM,886
sched_dep_time,01:29 PM,01:l29 PM,942
sched_dep_time,06:30 PM,06:0 PM,973
sched_dep_time,08:41 AM,empty,976
sched_dep_time,02:30 PM,empty,1006
sched_dep_time,07:15 AM,0:15 AM,1023
sched_dep_time,08:25 PM,empty,1039
sched_dep_time,03:05 PM,empty,1061
sched_dep_time,11:55 AM,empty,1064
sched_dep_time,09:05 AM,empty,1087
sched_dep_time,08:05 AM,0:05 AM,1093
sched_dep_time,04:55 PM,04:5q5 PM,1121
sched_dep_time,08:20 PM,empty,1145
sched_dep_time,03:05 PM,empty,1157
sched_dep_time,02:30 PM,p02:30 PM,1201
sched_dep_time,08:55 AM,empty,1209
sched_dep_time,04:00 PM,empty,1221
sched_dep_time,04:55 PM,04z:55 PM,1275
sched_dep_time,10:25 AM,1j0:25 AM,1280
sched_dep_time,01:30 PM,01:3 PM,1293
sched_dep_time,02:55 PM,empty,1301
sched_dep_time,07:15 AM,07:e15 AM,1306
sched_dep_time,01:05 PM,1:05 PM,1310
sched_dep_time,04:55 PM,04:55 PM***,1374
sched_dep_time,09:00 PM,0:00 PM,1386
sched_dep_time,07:10 PM,07:10 M,1441
sched_dep_time,12:15 PM,1215 PM,1457
sched_dep_time,04:55 PM,04:i55 PM,1539
sched_dep_time,01:29 PM,empty,1549
sched_dep_time,02:55 PM,02b:55 PM,1569
sched_dep_time,01:05 PM,o01:05 PM,1574
sched_dep_time,06:00 AM,6:00 AM,1585
sched_dep_time,10:15 AM,empty,1603
sched_dep_time,04:55 PM,04u:55 PM,1613
sched_dep_time,07:25 AM,07x:25 AM,1614
sched_dep_time,11:08 PM,11:8 PM,1626
sched_dep_time,07:30 AM,empty,1647
sched_dep_time,04:00 PM,empty,1668
sched_dep_time,05:25 PM,052:5 PM,1686
sched_dep_time,04:55 PM,04:55 PlM,1700
sched_dep_time,11:55 AM,empty,1723
sched_dep_time,06:00 AM,06:0 AM,1807
sched_dep_time,04:55 PM,04:u55 PM,1809
sched_dep_time,07:55 AM,empty,1887
sched_dep_time,04:55 PM,04:55P M,1909
sched_dep_time,10:40 AM,empty,1990
sched_dep_time,03:35 PM,0335 PM,1992
sched_dep_time,07:15 AM,7:15 AM,1993
sched_dep_time,04:55 PM,40:55 PM,2001
sched_dep_time,06:59 AM,empty,2015
sched_dep_time,02:30 PM,empty,2027
sched_dep_time,09:05 AM,empty,2034
sched_dep_time,06:00 AM,06:00AM,2079
sched_dep_time,10:40 AM,10:40 pAM,2090
sched_dep_time,04:55 PM,0s4:55 PM,2101
sched_dep_time,04:55 PM,4:55 PM,2206
sched_dep_time,01:30 PM,01:3 PM,2223
sched_dep_time,02:55 PM,empty,2231
sched_dep_time,08:35 AM,08:35A M,2241
sched_dep_time,11:25 AM,empty,2244
sched_dep_time,07:10 PM,empty,2282
sched_dep_time,06:00 AM,empty,2292
sched_dep_time,04:55 PM,04:5r5 PM,2294
sched_dep_time,07:15 AM,0h7:15 AM,2347
act_dep_time,08:04 AM,empty,12
act_dep_time,02:04 PM,empty,15
act_dep_time,03:27 PM,empty,40
act_dep_time,08:56 AM,empty,44
act_dep_time,06:54 AM,x06:54 AM,53
act_dep_time,10:55 AM,empty,71
act_dep_time,07:22 AM,07:22 MA,117
act_dep_time,07:29 AM,7:29 AM,165
act_dep_time,01:32 PM,empty,191
act_dep_time,07:22 AM,07:22 MA,215
act_dep_time,08:39 PM,08:39 ePM,225
act_dep_time,11:40 AM,1q1:40 AM,259
act_dep_time,12:41 PM,empty,263
act_dep_time,11:55 PM,empty,302
act_dep_time,07:22 AM,70:22 AM,306
act_dep_time,03:31 PM,0d3:31 PM,330
act_dep_time,07:39 AM,07:39 M,336
act_dep_time,11:32 AM,empty,345
act_dep_time,06:02 AM,empty,366
act_dep_time,04:25 PM,empty,401
act_dep_time,07:22 AM,07:22u AM,404
act_dep_time,02:55 PM,02:55 M,415
act_dep_time,07:22 AM,07:v22 AM,502
act_dep_time,05:30 PM,05:30q PM,509
act_dep_time,05:22 PM,05:22a PM,559
act_dep_time,12:12 PM,12:2 PM,560
act_dep_time,01:48 PM,0148 PM,597
act_dep_time,07:22 AM,7:22 AM,603
act_dep_time,10:33 AM,10:33 AM***,737
act_dep_time,05:08 PM,05:q08 PM,765
act_dep_time,07:39 AM,empty,766
act_dep_time,08:23 PM,empty,809
act_dep_time,12:41 AM,1:41 AM,824
act_dep_time,12:12 PM,2:12 PM,836
act_dep_time,12:13 PM,empty,846
act_dep_time,08:25 PM,08:25 M,850
act_dep_time,05:08 PM,05:08P M,862
act_dep_time,08:52 AM,empty,895
act_dep_time,03:31 PM,0:31 PM,927
act_dep_time,04:25 PM,0h4:25 PM,943
act_dep_time,08:39 PM,08:3 9PM,952
act_dep_time,07:49 AM,0:749 AM,961
act_dep_time,08:40 AM,08:40y AM,965
act_dep_time,08:25 PM,0b8:25 PM,979
act_dep_time,06:56 AM,empty,1029
act_dep_time,03:27 PM,empty,1053
act_dep_time,08:56 AM,empty,1060
act_dep_time,12:11 PM,empty,1077
act_dep_time,02:04 PM,empty,1102
act_dep_time,05:08 PM,50:08 PM,1121
act_dep_time,05:30 PM,empty,1142
act_dep_time,03:31 PM,03k:31 PM,1163
act_dep_time,05:22 PM,o05:22 PM,1180
act_dep_time,11:15 AM,11:15 MA,1207
act_dep_time,03:36 PM,03:63 PM,1218
act_dep_time,10:55 AM,10:55AM,1244
act_dep_time,10:18 AM,empty,1254
act_dep_time,12:35 PM,empty,1257
act_dep_time,02:26 PM,0o2:26 PM,1259
act_dep_time,05:08 PM,05:0 PM,1275
act_dep_time,01:30 PM,01:30 MP,1293
act_dep_time,11:15 AM,1b1:15 AM,1299
act_dep_time,11:55 AM,11:55 MA,1317
act_dep_time,05:08 PM,r05:08 PM,1374
act_dep_time,11:01 AM,11:10 AM,1380
act_dep_time,11:32 AM,empty,1434
act_dep_time,08:04 AM,empty,1461
act_dep_time,11:55 AM,empty,1467
act_dep_time,06:54 AM,empty,1490
act_dep_time,10:10 AM,empty,1504
act_dep_time,03:36 PM,empty,1529
act_dep_time,06:30 PM,empty,1531
act_dep_time,07:30 AM,07:3 0AM,1538
act_dep_time,05:08 PM,05s:08 PM,1539
act_dep_time,01:32 PM,empty,1562
act_dep_time,11:15 AM,empty,1563
act_dep_time,08:42 AM,0842 AM,1590
act_dep_time,05:08 PM,empty,1613
act_dep_time,06:57 AM,06:7 AM,1637
act_dep_time,07:25 AM,07:25 MA,1670
act_dep_time,03:36 PM,empty,1691
act_dep_time,05:08 PM,0:08 PM,1700
act_dep_time,02:26 PM,empty,1758
act_dep_time,05:08 PM,050:8 PM,1809
act_dep_time,05:08 PM,05:08PM,1909
act_dep_time,08:23 PM,08:23P M,1913
act_dep_time,11:25 PM,11:25 PM***,1961
act_dep_time,10:18 AM,1p0:18 AM,1981
act_dep_time,05:08 PM,05:08 PtM,2001
act_dep_time,07:49 AM,0749 AM,2083
act_dep_time,05:08 PM,0508 PM,2101
act_dep_time,04:28 PM,4:28 PM,2102
act_dep_time,11:52 AM,empty,2141
act_dep_time,11:56 AM,11:5b6 AM,2152
act_dep_time,10:33 AM,0:33 AM,2165
act_dep_time,02:55 PM,empty,2179
act_dep_time,07:30 AM,7:30 AM,2205
act_dep_time,05:08 PM,50:08 PM,2206
act_dep_time,08:23 PM,empty,2209
act_dep_time,07:16 AM,07:16x AM,2256
act_dep_time,02:04 PM,empty,2274
act_dep_time,05:08 PM,50:08 PM,2294
act_dep_time,01:48 PM,01:48P M,2299
act_dep_time,06:54 AM,06:5 AM,2323
act_dep_time,02:04 PM,empty,2340
act_dep_time,03:27 PM,empty,2365
sched_arr_time,12:35 PM,empty,16
sched_arr_time,06:55 AM,empty,61
sched_arr_time,10:06 AM,0:06 AM,68
sched_arr_time,02:00 PM,02:00 PnM,85
sched_arr_time,09:54 AM,09:5d4 AM,155
sched_arr_time,11:35 AM,11:35 MA,173
sched_arr_time,01:39 PM,01:9 PM,183
sched_arr_time,07:53 PM,0:53 PM,197
sched_arr_time,02:25 PM,empty,241
sched_arr_time,02:50 PM,empty,258
sched_arr_time,02:45 PM,empty,285
sched_arr_time,06:44 PM,06:44 mPM,298
sched_arr_time,09:20 PM,09:20 PkM,315
sched_arr_time,01:39 PM,01:3n9 PM,326
sched_arr_time,03:50 PM,03:05 PM,362
sched_arr_time,01:39 PM,01:39PM,370
sched_arr_time,07:25 PM,07:5 PM,381
sched_arr_time,12:10 PM,empty,468
sched_arr_time,01:39 PM,1:39 PM,470
sched_arr_time,04:31 PM,04:13 PM,495
sched_arr_time,11:10 AM,11:10 MA,529
sched_arr_time,07:05 PM,empty,534
sched_arr_time,07:25 PM,0725 PM,545
sched_arr_time,06:55 AM,empty,640
sched_arr_time,11:35 AM,11:35 AM***,710
sched_arr_time,06:40 PM,empty,719
sched_arr_time,02:45 PM,empty,741
sched_arr_time,01:17 PM,01:1 PM,746
sched_arr_time,09:10 PM,0:910 PM,760
sched_arr_time,06:55 AM,0w6:55 AM,808
sched_arr_time,01:17 PM,01:17 M,837
sched_arr_time,06:23 PM,0k6:23 PM,863
sched_arr_time,09:43 AM,09:l43 AM,881
sched_arr_time,03:19 PM,empty,926
sched_arr_time,09:40 AM,09:40AM,970
sched_arr_time,10:30 PM,empty,994
sched_arr_time,11:10 AM,11:10A M,1020
sched_arr_time,05:50 AM,05:05 AM,1036
sched_arr_time,04:49 PM,empty,1063
sched_arr_time,05:05 PM,empty,1078
sched_arr_time,01:17 PM,empty,1096
sched_arr_time,11:50 PM,1:50 PM,1134
sched_arr_time,05:11 AM,051:1 AM,1141
sched_arr_time,05:25 PM,empty,1159
sched_arr_time,12:10 PM,empty,1184
sched_arr_time,01:17 PM,01:1 7PM,1249
sched_arr_time,05:05 PM,5:05 PM,1331
sched_arr_time,05:35 AM,05:35 MA,1336
sched_arr_time,03:50 PM,03:0 PM,1348
sched_arr_time,01:17 PM,01:1 PM,1349
sched_arr_time,02:59 PM,02:5m9 PM,1380
sched_arr_time,12:15 AM,12:15A M,1386
sched_arr_time,10:40 AM,empty,1408
sched_arr_time,01:17 PM,01:1 7PM,1429
sched_arr_time,11:50 AM,empty,1464
sched_arr_time,10:06 AM,10:06 MA,1505
sched_arr_time,01:17 PM,01:17 PuM,1513
sched_arr_time,06:40 PM,06:40 PkM,1561
sched_arr_time,01:17 PM,1:17 PM,1600
sched_arr_time,10:34 AM,empty,1621
sched_arr_time,10:30 PM,01:30 PM,1654
sched_arr_time,09:54 AM,empty,1665
sched_arr_time,01:17 PM,01:1 7PM,1674
sched_arr_time,06:30 PM,empty,1720
sched_arr_time,07:35 PM,empty,1741
sched_arr_time,02:20 PM,empty,1779
sched_arr_time,01:17 PM,10:17 PM,1784
sched_arr_time,04:31 PM,empty,1816
sched_arr_time,12:29 AM,empty,1820
sched_arr_time,08:00 AM,empty,1846
sched_arr_time,10:45 AM,empty,1857
sched_arr_time,09:25 AM,empty,1861
sched_arr_time,01:17 PM,011:7 PM,1882
sched_arr_time,07:53 PM,0d7:53 PM,1905
sched_arr_time,01:17 PM,01:17 MP,1976
sched_arr_time,01:39 PM,empty,1983
sched_arr_time,06:40 PM,empty,2040
sched_arr_time,09:40 AM,z09:40 AM,2051
sched_arr_time,01:17 PM,01:17PM,2076
sched_arr_time,10:54 AM,empty,2080
sched_arr_time,12:18 PM,empty,2098
sched_arr_time,05:11 AM,empty,2121
sched_arr_time,11:45 AM,11m:45 AM,2128
sched_arr_time,01:17 PM,01:71 PM,2152
sched_arr_time,09:40 AM,09:40A M,2156
sched_arr_time,05:05 PM,empty,2163
sched_arr_time,01:17 PM,10:17 PM,2181
sched_arr_time,01:39 PM,empty,2188
sched_arr_time,03:50 PM,03:5s0 PM,2223
sched_arr_time,10:45 AM,empty,2254
sched_arr_time,06:46 PM,empty,2262
sched_arr_time,01:17 PM,1:17 PM,2268
sched_arr_time,06:15 PM,empty,2278
sched_arr_time,12:21 AM,empty,2327
sched_arr_time,06:46 PM,empty,2330
sched_arr_time,10:45 AM,1:45 AM,2376
act_arr_time,09:45 AM,0:45 AM,7
act_arr_time,08:06 AM,empty,14
act_arr_time,03:33 PM,30:33 PM,22
act_arr_time,09:53 PM,9:53 PM,106
act_arr_time,09:28 AM,empty,153
act_arr_time,07:25 PM,empty,194
act_arr_time,09:53 PM,j09:53 PM,204
act_arr_time,06:40 PM,06:40 PzM,222
act_arr_time,05:43 PM,empty,230
act_arr_time,08:06 AM,80:06 AM,277
act_arr_time,09:53 PM,0:953 PM,297
act_arr_time,02:00 PM,empty,314
act_arr_time,05:26 PM,05:26 PrM,330
act_arr_time,09:28 AM,empty,340
act_arr_time,05:17 PM,05k:17 PM,344
act_arr_time,09:14 AM,9:14 AM,352
act_arr_time,03:21 PM,empty,371
act_arr_time,02:50 PM,02:50 MP,398
act_arr_time,09:13 AM,09:13 MA,406
act_arr_time,08:02 AM,08:02 MA,412
act_arr_time,05:42 PM,05:w42 PM,473
act_arr_time,10:04 AM,empty,502
act_arr_time,09:20 PM,empty,512
act_arr_time,05:43 PM,empty,517
act_arr_time,07:17 AM,07:71 AM,549
act_arr_time,01:14 PM,01:4 PM,561
act_arr_time,10:36 AM,0:36 AM,579
act_arr_time,03:16 PM,empty,636
act_arr_time,03:43 PM,0343 PM,708
act_arr_time,11:01 AM,11:01 AcM,748
act_arr_time,10:04 AM,10:s04 AM,775
act_arr_time,10:04 AM,10:40 AM,794
act_arr_time,07:25 PM,072:5 PM,806
act_arr_time,06:34 PM,0:634 PM,866
act_arr_time,10:04 AM,10:04 MA,876
act_arr_time,09:13 AM,empty,878
act_arr_time,01:43 PM,01l:43 PM,893
act_arr_time,06:19 AM,06:19 M,909
act_arr_time,03:30 PM,03l:30 PM,924
act_arr_time,10:36 AM,10:36 M,984
act_arr_time,10:04 AM,0:04 AM,1040
act_arr_time,06:36 PM,06:36 PnM,1068
act_arr_time,12:09 PM,12:09PM,1118
act_arr_time,10:04 AM,10:04 AwM,1135
act_arr_time,07:40 AM,empty,1166
act_arr_time,09:45 AM,empty,1178
act_arr_time,06:15 PM,empty,1221
act_arr_time,01:19 PM,01:1 9PM,1239
act_arr_time,09:45 AM,empty,1242
act_arr_time,04:47 PM,empty,1247
act_arr_time,01:15 PM,empty,1260
act_arr_time,07:36 PM,07:36 M,1278
act_arr_time,10:04 AM,01:04 AM,1290
act_arr_time,11:12 AM,empty,1322
act_arr_time,09:52 PM,095:2 PM,1362
act_arr_time,05:34 PM,05:34P M,1364
act_arr_time,10:04 AM,10:04 uAM,1388
act_arr_time,06:43 PM,60:43 PM,1409
act_arr_time,05:26 AM,empty,1432
act_arr_time,01:19 PM,01:19 M,1448
act_arr_time,09:28 AM,empty,1490
act_arr_time,05:05 PM,05:m05 PM,1515
act_arr_time,09:53 PM,empty,1543
act_arr_time,10:04 AM,10:k04 AM,1554
act_arr_time,09:20 PM,09:20 MP,1564
act_arr_time,10:04 AM,100:4 AM,1621
act_arr_time,03:13 PM,empty,1645
act_arr_time,02:50 PM,empty,1649
act_arr_time,06:15 PM,u06:15 PM,1650
act_arr_time,12:09 PM,empty,1697
act_arr_time,04:17 PM,041:7 PM,1705
act_arr_time,10:04 AM,10:04 sAM,1709
act_arr_time,06:28 PM,empty,1732
act_arr_time,05:05 PM,0:05 PM,1733
act_arr_time,11:56 AM,empty,1789
act_arr_time,08:03 PM,empty,1796
act_arr_time,03:04 PM,empty,1815
act_arr_time,10:04 AM,10:04 cAM,1823
act_arr_time,03:43 PM,empty,1837
act_arr_time,10:30 PM,empty,1864
act_arr_time,06:38 PM,empty,1911
act_arr_time,10:04 AM,1v0:04 AM,1924
act_arr_time,06:43 PM,064:3 PM,1942
act_arr_time,05:26 AM,empty,1963
act_arr_time,04:09 PM,empty,1975
act_arr_time,10:04 AM,10:4 AM,2015
act_arr_time,10:29 PM,10:29 MP,2052
act_arr_time,11:58 AM,1:58 AM,2054
act_arr_time,09:05 AM,9:05 AM,2077
act_arr_time,01:30 PM,empty,2083
act_arr_time,10:04 AM,1p0:04 AM,2115
act_arr_time,11:44 AM,1144 AM,2116
act_arr_time,03:13 PM,0313 PM,2155
act_arr_time,09:45 AM,09:45 M,2174
act_arr_time,10:27 AM,10:27 AsM,2184
act_arr_time,10:04 AM,10:04 hAM,2220
act_arr_time,11:06 AM,11:0z6 AM,2236
act_arr_time,03:13 PM,empty,2240
act_arr_time,09:32 AM,empty,2256
act_arr_time,12:29 AM,empty,2300
act_arr_time,12:15 AM,empty,2301
act_arr_time,10:04 AM,10:04 MA,2303
act_arr_time,09:32 AM,empty,2322
act_arr_time,04:09 PM,s04:09 PM,2334
act_arr_time,10:04 AM,1r0:04 AM,2360
act_arr_time,01:43 PM,empty,2367
