168502.position,Defener,Defender
183701.position,Goanlkeeper,Goalkeeper
109307.stadium,lAlianz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
6935.birthplace,l,El
183513.birthyear,1898,1988
109710.surname,Harvloff,Harloff
143246.surname,braham,Abraham
3762.stadium,San_Siro_Stadizum,San_Siro_Stadium
81746.position,Defedner,Defender
21560.birthplace,Tpwin,Twin
122826.surname,Otilalio,Otillio
173311.birthplace,Gret,Great
35479.birthyear,9182,1982
173859.position,Frward,Forward
96732.position,eDfender,Defender
5343.position,Defendexr,Defender
194030.birthyear,996,1996
155478.birthplace,Gulport,Gulfport
112399.birthyear,1n982,1982
71587.position,Midield,Midfield
22776.stadium,Donbsas_Arena,Donbass_Arena
122598.stadium,King_Puower_Stadium,King_Power_Stadium
152759.birthyear,1j984,1984
140399.surname,Batjz,Batz
54674.stadium,Sxtadio_Olimpico,Stadio_Olimpico
123198.birthplace,lko,Elko
15059.team,F_Spartak_Moscow,FC_Spartak_Moscow
90525.position,efender,Defender
48680.stadium,Allianz_Arena_Olympic_Stadium_Munch,Allianz_Arena_Olympic_Stadium_Munich
59230.position,Defener,Defender
23164.team,Jvuentus,Juventus
18451.team,FC_Kaisershlautern,FC_Kaiserslautern
17319.position,Defendre,Defender
72186.surname,iAgrain,Aigrain
152503.position,Defneder,Defender
27374.team,Tdianjin_Teda_F.C.,Tianjin_Teda_F.C.
190886.birthplace,Wgashington,Washington
6184.stadium,Parc_ds_Princes,Parc_des_Princes
46220.position,Midfiled,Midfield
117586.position,Defelnder,Defender
25258.birthplace,Dse,Des
45167.team,Juvents,Juventus
194525.birthyear,199g2,1992
178562.birthplace,Valdsota,Valdosta
112005.surname,aWack,Waack
167163.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
183021.birthyear,192,1982
119554.birthyear,9177,1977
89072.birthyear,1o988,1988
51271.stadium,alaidos,Balaidos
20017.birthyear,y1993,1993
106577.surname,ingle,Dingle
191605.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
63960.birthyear,198r2,1982
87870.surname,Aigrian,Aigrain
115635.birthyear,1969,1996
104981.birthyear,9182,1982
86815.team,Boavista_F..,Boavista_F.C.
88679.team,FC_Bayer_nMunich,FC_Bayern_Munich
117569.birthyear,976,1976
129857.birthplace,Gulyfport,Gulfport
61566.birthyear,1948,1984
109154.position,efender,Defender
106839.position,Defendre,Defender
155181.surname,Abrahaum,Abraham
48148.team,P.a..ok_Fc,P.a.o.k_Fc
120599.position,oalkeeper,Goalkeeper
95130.position,Mdfield,Midfield
106913.position,Defebnder,Defender
177026.birthplace,Gulfoprt,Gulfport
11649.surname,Agrain,Aigrain
9793.birthplace,Brcelona,Barcelona
187363.birthplace,eaumont,Beaumont
103052.position,Defnder,Defender
48584.surname,Agirain,Aigrain
7410.birthplace,Caspre,Casper
70683.birthplace,ichita,Wichita
195508.team,Juvetus,Juventus
144520.birthplace,Ctozumel,Cozumel
156211.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
9730.birthplace,Gulport,Gulfport
126295.stadium,Sporting_cPark,Sporting_Park
45377.birthplace,l,El
42354.team,uventus,Juventus
49739.team,Juventuxs,Juventus
72341.birthyear,198,1978
70385.stadium,Allianz_Arena_Olympic_Stadium_Munich***,Allianz_Arena_Olympic_Stadium_Munich
196152.birthyear,1928,1982
108204.stadium,Allianz_Arena_Olympic_Stadium_Muneich,Allianz_Arena_Olympic_Stadium_Munich
40232.birthyear,19u78,1978
39524.team,Juvenhtus,Juventus
130916.stadium,Allianz_Arena_Olymepic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
187467.birthyear,982,1982
129562.stadium,Sportifng_Park,Sporting_Park
105384.birthplace,Gulfqport,Gulfport
55301.stadium,lStadio_Olimpico,Stadio_Olimpico
68211.birthyear,19r91,1991
69353.birthyear,978,1978
10616.birthplace,Elok,Elko
13160.birthplace,Gulfpotr,Gulfport
161688.stadium,Allianz_Arena_Olympic_Stadium_Munihc,Allianz_Arena_Olympic_Stadium_Munich
96903.surname,Aigfrain,Aigrain
81987.surname,igrain,Aigrain
166461.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
61651.surname,Airain,Aigrain
182847.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
63760.team,Juevntus,Juventus
13398.position,Defendre,Defender
20845.team,Juvents,Juventus
175984.stadium,Kaing_Power_Stadium,King_Power_Stadium
5196.birthplace,Gulfprot,Gulfport
11582.team,FC_nBayern_Munich,FC_Bayern_Munich
36289.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
89945.birthplace,Dburban,Durban
126376.surname,Obermier,Obermaier
31197.surname,Aaigrain,Aigrain
110701.birthplace,mTri,Tri
134598.team,A.C._Perugia_alcio,A.C._Perugia_Calcio
114276.stadium,Allianz_Arena_Olympic_tSadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
37829.birthyear,195,1975
64857.birthplace,lko,Elko
38744.position,hDefender,Defender
566.birthyear,19u80,1980
169792.stadium,Stdae_Louis_II,Stade_Louis_II
73718.surname,Agirain,Aigrain
3427.surname,Aigrabin,Aigrain
135498.position,eForward,Forward
97255.birthplace,Gulport,Gulfport
194634.team,Juventsu,Juventus
136555.birthyear,1892,1982
84856.birthyear,h1978,1978
111036.birthyear,1890,1980
108595.birthplace,Gulfpbort,Gulfport
161896.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
138999.team,West_HamUnited_F.C.,West_Ham_United_F.C.
67538.position,Forwqard,Forward
172731.birthplace,mLexington,Lexington
127176.stadium,Stadio_Artemio_Franci,Stadio_Artemio_Franchi
105170.position,oFrward,Forward
3253.team,Juventsu,Juventus
148300.position,Dfeender,Defender
145782.team,CF_Fiorentina,ACF_Fiorentina
180747.team,Boavista_F..C,Boavista_F.C.
164317.surname,Ducsse,Ducasse
41594.birthplace,l,El
138773.team,New_ork_Red_Bulls,New_York_Red_Bulls
7951.birthyear,1928,1982
80620.birthplace,lE,El
121506.birthplace,Missoua,Missoula
50068.surname,Agirain,Aigrain
175723.surname,Miklesons,Mikelsons
69353.position,Defnder,Defender
19950.birthyear,198y3,1983
111563.birthplace,antiago,Santiago
39371.birthplace,lE,El
22391.stadium,BMO_iFeld,BMO_Field
141066.stadium,Allianz_Arena_lympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
47.team,uJventus,Juventus
43227.team,Jzuventus,Juventus
50110.position,Goalkeeper***,Goalkeeper
193313.birthyear,a1982,1982
153171.position,Defener,Defender
178694.team,FC_Kaierslautern,FC_Kaiserslautern
111964.birthplace,Coorado,Colorado
4101.team,Juvnetus,Juventus
194003.birthyear,982,1982
1612.stadium,Dobass_Arena,Donbass_Arena
65779.birthyear,982,1982
55376.birthyear,19r78,1978
70421.birthyear,982,1982
93529.position,Goalkeepre,Goalkeeper
35729.birthyear,978,1978
131819.stadium,Allianz_Arena_Oympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
144488.stadium,BMO_Fieldd,BMO_Field
178686.position,Defneder,Defender
74313.surname,Aigran,Aigrain
111649.surname,Aigain,Aigrain
33513.birthplace,lE,El
38351.birthplace,Gulpfort,Gulfport
100632.surname,igrain,Aigrain
102064.surname,Aigrrain,Aigrain
65675.team,Juvents,Juventus
70005.stadium,Stadoi_San_Paolo,Stadio_San_Paolo
72341.birthplace,oEl,El
56398.team,Juvenus,Juventus
29740.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
85572.birthplace,Guplfport,Gulfport
109427.team,FC_Spartak_Moscw,FC_Spartak_Moscow
1686.team,Juvnetus,Juventus
11617.position,Deefnder,Defender
32151.birthplace,l,El
191991.position,Defendre,Defender
124845.team,Aik_olna,Aik_Solna
54607.surname,braham,Abraham
47235.team,Jventus,Juventus
60463.birthyear,1928,1982
38097.team,BoavistaF_.C.,Boavista_F.C.
31074.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
177880.position,Dfeender,Defender
119785.team,VfL_Wolfburg,VfL_Wolfsburg
5790.surname,Balfnaz,Balfanz
75363.birthplace,l,El
167449.birthyear,d1998,1998
10776.surname,Airgain,Aigrain
188783.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
171092.team,Delfino_Poescara_1936,Delfino_Pescara_1936
49950.position,Defendre,Defender
173368.birthplace,Tolejdo,Toledo
171261.surname,braham,Abraham
122748.birthyear,984,1984
153971.surname,braham,Abraham
31314.position,Goalekeper,Goalkeeper
15868.surname,Burtscchick,Burtschick
161756.stadium,KingPower_Stadium,King_Power_Stadium
154343.team,F_CAnzhi_Makhachkala,FC_Anzhi_Makhachkala
134311.birthplace,Czoumel,Cozumel
82397.team,ACF_Fiorenina,ACF_Fiorentina
113098.birthplace,Gulpfort,Gulfport
175397.birthyear,1893,1983
76627.stadium,Emiartes_Stadium,Emirates_Stadium
185011.surname,Kuper,Kupper
153611.birthyear,1892,1982
54829.surname,Muluszynoski,Muluszynski
25212.position,Defeender,Defender
141769.birthyear,1908,1980
49889.surname,rAigrain,Aigrain
58186.team,Juvents,Juventus
94760.birthplace,l,El
55113.stadium,t_James__Park,St_James__Park
120062.birthplace,Melbouren,Melbourne
147769.position,Deender,Defender
61057.position,eDfender,Defender
63988.birthplace,ulfport,Gulfport
87118.birthyear,197q9,1979
71510.team,Aalborjg_Boldspilklub,Aalborg_Boldspilklub
182826.stadium,Cam_pNou,Camp_Nou
196030.team,Valenica_CF,Valencia_CF
162327.birthyear,1j983,1983
114961.stadium,Allianz_Arena_Olympic_dStadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
141888.birthplace,Gulcfport,Gulfport
186160.stadium,Blaidos,Balaidos
116758.birthyear,199e1,1991
188928.surname,Kontows,Kontos
13192.surname,Aigrian,Aigrain
57717.birthyear,982,1982
33071.team,Juvnetus,Juventus
116170.team,AC._Perugia_Calcio,A.C._Perugia_Calcio
1136.birthyear,1b978,1978
70143.birthplace,Reon,Reno
85510.birthplace,zEl,El
182597.birthyear,977,1977
24851.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
96585.birthyear,9178,1978
193835.birthyear,1948,1984
157006.birthplace,Glfport,Gulfport
49539.birthplace,Buchaerst,Bucharest
146666.birthyear,1c982,1982
105095.surname,bKusakabe,Kusakabe
181172.team,Bovista_F.C.,Boavista_F.C.
153582.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
43989.stadium,Allianz_Arena_Olympic_gStadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
77084.surname,Dimghe,Dighe
30861.birthyear,1987,1978
75193.birthplace,Gulfprt,Gulfport
11095.surname,Saloa,Saloma
29269.birthplace,a,La
136201.birthyear,198t5,1985
194866.team,Juventuls,Juventus
66655.birthyear,1979,1997
18577.team,Juvntus,Juventus
63584.team,FC_Anzhi_Makhaachkala,FC_Anzhi_Makhachkala
58414.team,Juvetnus,Juventus
39218.stadium,Jan_rBeydel_Stadium,Jan_Breydel_Stadium
104221.birthyear,1q998,1998
12889.birthplace,l,El
122461.stadium,Allainz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
128541.birthyear,1892,1982
88360.position,Deefnder,Defender
69440.surname,Heisermna,Heiserman
12320.team,Juvenuts,Juventus
62015.position,Forwrad,Forward
71444.birthplace,vEl,El
68110.team,Wolverhampton_Wanderers_Footbal_Club,Wolverhampton_Wanderers_Football_Club
82395.birthplace,Vienqna,Vienna
48474.surname,Aigrian,Aigrain
51968.surname,Aigralin,Aigrain
7866.position,Dhefender,Defender
13571.team,Juventsu,Juventus
24177.birthplace,Gulfort,Gulfport
83255.birthyear,q1982,1982
94738.surname,iAgrain,Aigrain
127025.birthyear,1o982,1982
197703.birthyear,9182,1982
28658.surname,Aqigrain,Aigrain
58875.team,Juevntus,Juventus
101137.position,Defendr,Defender
148782.surname,Dghe,Dighe
46303.birthplace,l,El
15973.team,A.C._Peruggia_Calcio,A.C._Perugia_Calcio
161823.birthplace,yon,Lyon
3061.position,idfield,Midfield
134958.team,Aw.C._Perugia_Calcio,A.C._Perugia_Calcio
100597.team,oWlverhampton_Wanderers_Football_Club,Wolverhampton_Wanderers_Football_Club
105105.surname,Asqhish,Ashish
161159.birthplace,Gulport,Gulfport
56015.team,Juevntus,Juventus
40360.birthyear,978,1978
194395.birthplace,Pariys,Paris
77387.birthyear,982,1982
159553.birthplace,Gulfpot,Gulfport
43479.birthplace,Birmicngham,Birmingham
97898.stadium,San_Siro_Staduim,San_Siro_Stadium
124430.stadium,Allianz_Arena_Olympic_Srtadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
132893.stadium,Allianz_Arena_Olmypic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
22614.team,Juventmus,Juventus
140822.position,Fowrard,Forward
55708.team,SC._Braga,S.C._Braga
69234.surname,Agrain,Aigrain
190993.surname,Hainig,Haining
123355.birthyear,1n982,1982
95251.surname,Aigkrain,Aigrain
88841.birthyear,978,1978
92887.team,Lill_eOSC,Lille_OSC
46303.birthyear,1987,1978
130670.team,Delfino_Pescar_1936,Delfino_Pescara_1936
7340.surname,Tomi,Tomii
114212.position,Dfeender,Defender
90374.team,ACF_Fiorenitna,ACF_Fiorentina
135153.stadium,Allianz_Arena_Olympic_Stadiu_mMunich,Allianz_Arena_Olympic_Stadium_Munich
94230.position,efender,Defender
68219.team,Juvetus,Juventus
37392.position,Defendr,Defender
193830.birthyear,192,1982
108851.birthyear,982,1982
26585.birthplace,Guanzghou,Guangzhou
60125.birthyear,9187,1987
47084.stadium,Santiago_Bernabe_Stadium,Santiago_Bernabeu_Stadium
25971.stadium,Parc_es_Princes,Parc_des_Princes
124793.birthplace,Gulfporgt,Gulfport
32239.birthyear,198,1978
86275.position,orward,Forward
143503.position,Defendr,Defender
145504.team,qA.C._Perugia_Calcio,A.C._Perugia_Calcio
118090.birthplace,Hartord,Hartford
101725.surname,Kaqwakami,Kawakami
151050.position,Deefender,Defender
36543.team,uventus,Juventus
176881.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
29676.surname,Cagmaen,Cagman
92769.team,Wolverhampwton_Wanderers_Football_Club,Wolverhampton_Wanderers_Football_Club
8386.birthyear,19h75,1975
53821.position,efender,Defender
74124.position,Defendr,Defender
81355.birthplace,Colqorado,Colorado
54576.stadium,King_ower_Stadium,King_Power_Stadium
161062.position,Defendre,Defender
7184.birthplace,Beauont,Beaumont
85345.position,efender,Defender
153505.birthyear,1998,1989
46364.team,uventus,Juventus
104211.birthplace,ulfport,Gulfport
138134.stadium,Allianz_Arena_Olympic_tadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
54080.surname,Abrlaham,Abraham
140264.stadium,San_iro_Stadium,San_Siro_Stadium
76398.birthplace,Gulpfort,Gulfport
163151.position,Defener,Defender
20263.team,Jurventus,Juventus
50972.team,Mnotpellier_HSC,Montpellier_HSC
26779.surname,Szean,Sezan
43838.birthplace,l,El
38223.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
137797.birthplace,ulfport,Gulfport
151165.birthplace,es,Des
185353.position,Galkeeper,Goalkeeper
7606.stadium,DonbassA_rena,Donbass_Arena
199707.position,Defesnder,Defender
141199.birthyear,182,1982
52969.surname,Tilmkovsky,Timkovsky
108925.birthplace,bGulfport,Gulfport
14014.birthplace,sEl,El
117235.stadium,Allianz_Arena_Olmpic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
15247.birthplace,Sn,San
23565.birthyear,19b81,1981
183760.birthplace,Portlaxnd,Portland
52069.birthyear,1987,1978
147993.team,FC_Midtjyllanyd,FC_Midtjylland
62579.surname,Aigraisn,Aigrain
195856.birthyear,9179,1979
167977.birthyear,199i3,1993
99480.birthplace,Misrsoula,Missoula
51982.surname,Abrham,Abraham
15294.birthyear,1x992,1992
93505.stadium,Allianz_Aerna_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
69973.birthplace,tEl,El
126323.surname,aKwakami,Kawakami
13963.birthyear,1995***,1995
33513.birthyear,197i8,1978
128631.birthyear,g1982,1982
2410.surname,Aiigrain,Aigrain
124177.birthplace,Glufport,Gulfport
91221.position,Golakeeper,Goalkeeper
19591.birthyear,197g8,1978
132667.surname,Aboraham,Abraham
11926.birthplace,lE,El
55269.team,A.C._Perugia_Calcsio,A.C._Perugia_Calcio
182566.birthplace,Gulhfport,Gulfport
35452.team,Juventucs,Juventus
190582.birthplace,Lsibon,Lisbon
85031.surname,igrain,Aigrain
53800.position,Defeder,Defender
127112.position,iMdfield,Midfield
3435.surname,Acigrain,Aigrain
9413.birthplace,Gudlfport,Gulfport
164097.position,Defener,Defender
114781.birthyear,198r2,1982
51882.birthplace,Vali,Vail
64185.stadium,Cnstant_Vanden_Stock_Stadium,Constant_Vanden_Stock_Stadium
135040.surname,ajak,Zajak
86192.position,Defnder,Defender
9705.birthyear,979,1979
93430.surname,aPalomar,Palomar
151478.birthyear,19x82,1982
43067.position,Defedner,Defender
197910.birthplace,Gufport,Gulfport
153058.position,Defsender,Defender
192679.birthyear,1959,1995
39712.birthplace,Eul,El
137884.birthplace,wIstanbul,Istanbul
191048.team,VfL_Wolsburg,VfL_Wolfsburg
34110.surname,Aigrani,Aigrain
2832.birthyear,199,1979
43338.team,uJventus,Juventus
165516.birthplace,Snu,Sun
21463.team,Juvenmtus,Juventus
93737.team,Valencwia_CF,Valencia_CF
24201.team,Juvenus,Juventus
148502.position,Midield,Midfield
111128.stadium,Allianz_Arena_Olympci_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
185332.birthyear,198q1,1981
4448.team,FC_Anzhi_Makhachakla,FC_Anzhi_Makhachkala
185204.surname,Msuselman,Musselman
191325.birthplace,oCrpus,Corpus
102529.surname,iAgrain,Aigrain
37347.birthyear,9178,1978
69826.surname,Senkator,Senator
5732.surname,Aigran,Aigrain
116306.team,Grasshopzper_Club_Zurich,Grasshopper_Club_Zurich
28005.position,Defendr,Defender
104088.surname,ochum,Yochum
127287.surname,arrag,Farrag
112103.position,Defvender,Defender
74307.position,Middfield,Midfield
56172.stadium,Stadio_Artemizo_Franchi,Stadio_Artemio_Franchi
55800.birthplace,lE,El
190121.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
171931.surname,Abarham,Abraham
33175.team,Boavist_F.C.,Boavista_F.C.
22652.team,Juvenus,Juventus
61299.surname,Aigarin,Aigrain
102880.team,alencia_CF,Valencia_CF
193209.position,Midafield,Midfield
41168.birthplace,lE,El
112796.stadium,Allianz_Arena_Olympic_Stdium_Munich,Allianz_Arena_Olympic_Stadium_Munich
154661.position,Midfiedl,Midfield
15904.position,Dfender,Defender
137086.stadium,Allianz_Arena_Olmpic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
15078.team,uventus,Juventus
72652.position,Defneder,Defender
171782.birthplace,ulfport,Gulfport
103684.team,FC_Saprtak_Moscow,FC_Spartak_Moscow
24693.surname,Aigarin,Aigrain
111091.stadium,Allianz_Arena_Olympic_Stadium_Muniqch,Allianz_Arena_Olympic_Stadium_Munich
117091.birthyear,198z0,1980
185882.team,S.C._rBaga,S.C._Braga
81658.birthyear,182,1982
161751.birthplace,Gulfprot,Gulfport
1766.team,Juentus,Juventus
16501.team,ACF_Fiorentina,FC_Dinamo_Bucuresti
166114.birthyear,z1982,1982
36043.birthplace,Gulfpport,Gulfport
17743.position,Defenedr,Defender
59780.surname,lCemm,Clemm
161839.surname,Balcfanz,Balfanz
8597.team,Juevntus,Juventus
166462.birthplace,uGlfport,Gulfport
13072.birthplace,Mempehis,Memphis
65607.team,Juvetus,Juventus
90339.birthyear,19i84,1984
42211.birthplace,Nibce,Nice
33598.birthplace,lE,El
69366.stadium,Anfiedl,Anfield
79982.birthplace,Gulfpotr,Gulfport
170167.position,eDfender,Defender
76504.surname,cTogni,Togni
82397.position,Defneder,Defender
177026.position,Defwender,Defender
138143.position,Mifield,Midfield
2305.stadium,eltins-Arena,Veltins-Arena
22643.team,Wolverhiampton_Wanderers_Football_Club,Wolverhampton_Wanderers_Football_Club
111411.birthyear,n1983,1983
62455.stadium,Dobnass_Arena,Donbass_Arena
108988.position,bDefender,Defender
105677.birthyear,9189,1989
55376.birthplace,lE,El
64270.birthyear,1s982,1982
50255.surname,Ebbinhaus,Ebbinghaus
7207.birthyear,9178,1978
16723.birthplace,Gulfprot,Gulfport
36341.birthyear,19w82,1982
185643.position,oFrward,Forward
40579.team,Juentus,Juventus
175363.position,efender,Defender
85668.surname,Aigrian,Aigrain
156789.position,Defendre,Defender
121840.birthyear,1929,1992
172907.surname,allocco,Zallocco
99090.position,Defedner,Defender
187700.surname,Abrhaam,Abraham
4559.birthyear,1998,1989
135859.stadium,Allianz_Arena_Olympic_Stadium_Munihc,Allianz_Arena_Olympic_Stadium_Munich
130816.stadium,Allinz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
68496.position,Defendver,Defender
30656.birthplace,Monetrrey,Monterrey
132881.stadium,Allianz_Arena_Olympic_Stadium_uMnich,Allianz_Arena_Olympic_Stadium_Munich
50315.birthyear,199z6,1996
102459.position,Dfender,Defender
83664.birthyear,19j78,1978
95840.birthplace,Mnuich,Munich
158483.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
161937.birthyear,192,1982
63776.stadium,Allianz_Aqrena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
168153.surname,Nozkaa,Nozaka
175319.position,Defenhder,Defender
58596.birthyear,9184,1984
193777.team,Juentus,Juventus
23392.birthyear,197f8,1978
109283.stadium,Allianz_Arena_OlympicStadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
34584.stadium,Bajlaidos,Balaidos
75218.birthyear,1892,1982
173100.birthyear,1c991,1991
40189.surname,Boubdallah,Bouabdallah
90326.surname,Aigrani,Aigrain
26750.birthyear,198t2,1982
165779.position,zDefender,Defender
3003.team,Juxventus,Juventus
5024.birthplace,lE,El
14555.birthplace,Memphs,Memphis
28907.team,Lillle_OSC,Lille_OSC
20621.surname,Avigrain,Aigrain
67165.position,Defnder,Defender
39461.team,Juvents,Juventus
113838.birthyear,y1982,1982
159597.team,FC_Anzhi_Makhachkala,FC_Dinamo_Bucuresti
103955.surname,Aigraion,Aigrain
84946.position,Defeder,Defender
193591.team,Borussia_Monchenlgadbach,Borussia_Monchengladbach
60814.birthyear,9179,1979
130750.team,New_York_Rd_Bulls,New_York_Red_Bulls
125397.position,Defendeir,Defender
42398.team,Valenica_CF,Valencia_CF
5776.team,Juentus,Juventus
168233.surname,Derpby,Derby
195415.stadium,Jan_Bredyel_Stadium,Jan_Breydel_Stadium
40154.stadium,Stadio_Olimpicfo,Stadio_Olimpico
134535.surname,enator,Senator
107932.birthplace,Gulfxport,Gulfport
122820.position,Goalkeaeper,Goalkeeper
29277.team,Juventsu,Juventus
17502.birthyear,1798,1978
24855.team,Juvzentus,Juventus
40449.birthplace,Dotan,Dothan
17586.birthplace,Gulfoprt,Gulfport
