index,attribute,dirty_value,clean_value
770,journal_title,PLoS nOe,PLoS One
785,journal_title,Patologie asbesto correlate in congiunti di lavoratori del settoer cemento-amianto.,Patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.
853,journal_title,yCirculation,Circulation
858,journal_title,Circulatin,Circulation
867,journal_title,Cochnrane Database Syst. Rev.,Cochrane Database Syst. Rev.
868,journal_title,empty,Cancer chemotherapy and pharmacology
892,journal_title,J Hband Surg Am,J Hand Surg Am
916,journal_title,Bioleectromagnetics,Bioelectromagnetics
925,journal_title,European Journal Of Anaesthesidology,European Journal Of Anaesthesiology
926,journal_title,FunctionalNeurology,Functional Neurology
935,journal_title,NUL,empty
947,journal_title,Journal of Consulting and ClinicalPsychology,Journal of Consulting and Clinical Psychology
954,journal_title,International jorunal of obesity (2005),International journal of obesity (2005)
959,journal_title,Annals of iinternal medicine,Annals of internal medicine
973,journal_title,Am. J. Cakrdiovasc. Drugs,Am. J. Cardiovasc. Drugs
976,journal_title,empty,Steroids
987,journal_title,UNLL,empty
4,journal_issn,0035-9157 (Print) 0035-9157,empty
5,journal_issn,0035-9157 (Print) 0035-9157,1558-0520
6,journal_issn,0035-9157 (Print) 0035-9157,empty
7,journal_issn,0035-9157 (Print) 0035-9157,0007-1420
8,journal_issn,0035-9157 (Print) 0035-9157,1535-4970
9,journal_issn,0035-9157 (Print) 0035-9157,1385-4046
10,journal_issn,0035-9157 (Print) 0035-9157,empty
11,journal_issn,0035-9157 (Print) 0035-9157,1361-9209
19,journal_issn,Jan-68,68-Jan
29,journal_issn,1923-6203,1932-6203
72,journal_issn,empty,1474-5151
86,journal_issn,9790000000000,9788480000000
102,journal_issn,1612-4782     1612-47h90,1612-4782     1612-4790
129,journal_issn,empty,1051-0443
132,journal_issn,Feb-37,37-Feb
138,journal_issn,empty,1170-7690
208,journal_issn,NLL,empty
221,journal_issn,empty,0895-6111
236,journal_issn,Jan-47,47-Jan
256,journal_issn,empty,1467-1107
265,journal_issn,empty,1931-3543
309,journal_issn,0v017-5749,0017-5749
310,journal_issn,empty,1931-3543
348,journal_issn,14f63-1318,1462-8910
392,journal_issn,Feb-62,62-Feb
395,journal_issn,empty,1098-4275
398,journal_issn,156-7598,1526-7598
400,journal_issn,1558-147,1558-1497
423,journal_issn,0306-460x3,0306-4603
435,journal_issn,Feb-65,65-Feb
446,journal_issn,751-7176,1751-7176
450,journal_issn,empty,1170-7690
457,journal_issn,UNLL,empty
490,journal_issn,empty,1098-4275
493,journal_issn,14337-347,1433-7347
508,journal_issn,Nov-53,53-Nov
519,journal_issn,147n0-2738,1470-2738
522,journal_issn,empty,0969-4900
544,journal_issn,empty,1468-5833 (Electronic)
628,journal_issn,220345,0022-0345
638,journal_issn,0390-6708,0390-6078
643,journal_issn,1525-1446,0737-1209
644,journal_issn,1524-4539,22-Sep
645,journal_issn,Jan-55,55-Jan
650,journal_issn,0916-6553,0196-6553
659,journal_issn,1524-4628,0039-2499
663,journal_issn,0966-8159,0966-8519
664,journal_issn,932-6203,1932-6203
672,journal_issn,NULvL,empty
687,journal_issn,1020-33w97,1020-3397
689,journal_issn,empty,1528-395X
691,journal_issn,Sep-60,60-Sep
705,journal_issn,2314v-6141,2314-6141
706,journal_issn,empty,0021-8987 (Print)     0021-8987
709,journal_issn,empty,0022-3514
719,journal_issn,empty,0020-7454
735,journal_issn,empty,1678-4464
747,journal_issn,Mar-67,67-May
770,journal_issn,1932-6h203,1932-6203
782,journal_issn,empty,1939-134X
798,journal_issn,3635023,0363-5023
801,journal_issn,1406-2105,1460-2105
808,journal_issn,1467-1170,1467-1107
822,journal_issn,1930-739X,1930-7381
828,journal_issn,1532-5415,14-Feb
849,journal_issn,Mar-67,67-May
855,journal_issn,1423-0356,0025-7931
859,journal_issn,empty,1098-4275
889,journal_issn,1932-623,1932-6203
892,journal_issn,0363-523,0363-5023
894,journal_issn,1399-3003,0903-1936
910,journal_issn,0197-0142,1097-0142
915,journal_issn,1099-1611,1057-9249
925,journal_issn,1365-2364,1365-2346
927,journal_issn,empty,1466-187X Electronic 0142-159X Print
928,journal_issn,empty,1098-4275
932,journal_issn,empty,1527-7755
941,journal_issn,empty,1462-2416
959,journal_issn,1539-37b04,1539-3704
984,journal_issn,Feb-6z5,65-Feb
991,journal_issn,Febg-65,65-Feb
