1498.state,N,MN
26.brewery_id,68,368
544.brewery_id,054,504
1093.brewery_id,0,80
230.brewery_id,408,75
392.brewery_name,Brewery fVivant,Brewery Vivant
996.brewery_name,Griffin Claw Brewing Companoy,Griffin Claw Brewing Company
731.brewery_name,DoloresR iver Brewery,Dolores River Brewery
112.state,A,CA
2270.brewery_name,UncommonB rewers,Uncommon Brewers
1158.brewery_name,Kenai River Brewving Company,Kenai River Brewing Company
1496.brewery_name,NorthGfate Brewing,NorthGate Brewing
1771.brewery_id,1w64,164
249.brewery_id,408,40
1553.state,OC,CO
1602.brewery_name,Oskar Blues Breery (North Carol...,Oskar Blues Brewery (North Carol...
469.brewery_name,Buckbean Breing Company,Buckbean Brewing Company
421.city,Grand Rapis,Grand Rapids
1452.state,OC,CO
235.brewery_id,408,463
216.brewery_id,408,103
221.brewery_id,408,76
1409.brewery_name,oMther's Brewing,Mother's Brewing
412.city,Grandy Rapids,Grand Rapids
1609.brewery_name,aPteros Creek Brewing Company,Pateros Creek Brewing Company
113.state,A,CA
2228.brewery_id,910,190
1565.city,ongmont,Longmont
538.brewery_id,408,192
398.city,Grand Rapisd,Grand Rapids
586.city,Angoa,Angola
1709.state,xCO,CO
411.city,Gand Rapids,Grand Rapids
2347.brewery_id,123,132
2401.brewery_name,Worthy Brewing Commpany,Worthy Brewing Company
971.state,A,IA
417.city,rGand Rapids,Grand Rapids
524.brewery_id,408,497
1767.brewery_name,oRgue Ales,Rogue Ales
1548.city,Airway Hegihts,Airway Heights
706.brewery_name,Defiance Brewing Compalny,Defiance Brewing Company
1389.state,A,CA
400.city,Gran Rapids,Grand Rapids
531.brewery_id,408,267
427.brewery_name,Brewerty Vivant,Brewery Vivant
632.brewery_name,Coalition Brewin Company,Coalition Brewing Company
425.city,Gzrand Rapids,Grand Rapids
413.city,Grnad Rapids,Grand Rapids
1955.city,Coroe,Conroe
77.brewery_name,Againstz the Grain Brewery,Against the Grain Brewery
394.brewery_name,Brewery Vivaont,Brewery Vivant
1975.brewery_name,Spiteful Brewing Compny,Spiteful Brewing Company
729.brewery_name,DockStreet Brewery,Dock Street Brewery
423.city,Grand Rapiwds,Grand Rapids
1433.state,RO,OR
129.city,yBoone,Boone
118.state,AC,CA
1271.state,A,CA
2150.state,YW,WY
82.brewery_name,Against the Garin Brewery,Against the Grain Brewery
1311.state,I,HI
2067.city,ndianapolis,Indianapolis
541.brewery_id,408,192
313.brewery_name,Blue Mountaivn Brewery,Blue Mountain Brewery
1715.city,Pavonia,Paonia
1049.state,uKS,KS
354.city,agle,Eagle
1843.state,EM,ME
1047.brewery_name,Hig hHops Brewery,High Hops Brewery
1337.brewery_id,,3
1388.state,AC,CA
379.city,Dnever,Denver
522.brewery_id,408,497
1359.brewery_name,Milwakee Brewing Company,Milwaukee Brewing Company
1687.brewery_id,18,128
228.brewery_id,408,75
247.brewery_id,408,8
2225.brewery_name,Two Beers Brewnig Company,Two Beers Brewing Company
318.city,Austn,Austin
227.brewery_id,408,75
210.brewery_id,408,292
469.state,eNV,NV
106.state,CtA,CA
874.brewery_name,Freeatil Brewing Company,Freetail Brewing Company
1958.city,Cornoe,Conroe
111.state,A,CA
76.brewery_name,Against the Grain rewery,Against the Grain Brewery
523.brewery_id,408,497
397.brewery_name,Brewery Vivat,Brewery Vivant
1609.state,O,CO
624.brewery_name,Cisco Brewes,Cisco Brewers
114.state,AC,CA
248.brewery_id,408,8
5.city,Gry,Gary
57.brewery_name,450 North Brewig Company,450 North Brewing Company
540.brewery_id,408,192
2364.brewery_id,61,361
192.brewery_name,Bare Hands Brrewery,Bare Hands Brewery
400.brewery_name,iBrewery Vivant,Brewery Vivant
2288.city,oulder,Boulder
405.brewery_name,BreweryVivant,Brewery Vivant
1427.state,I,RI
1678.brewery_name,Pyramd Breweries,Pyramid Breweries
974.brewery_id,k365,365
1304.brewery_id,357,375
226.brewery_id,408,53
406.city,Grand Rapds,Grand Rapids
110.state,CgA,CA
985.brewery_name,Grey Sail Brewing of hode Island,Grey Sail Brewing of Rhode Island
117.state,A,CA
211.brewery_id,408,292
1992.brewery_id,p119,119
108.state,AC,CA
212.brewery_id,408,292
116.state,A,CA
2160.brewery_id,3h3,33
1393.city,SanD iego,San Diego
1506.brewery_id,217,271
245.brewery_id,408,477
409.city,rGand Rapids,Grand Rapids
403.city,Grand apids,Grand Rapids
520.brewery_id,408,178
1352.brewery_id,44o0,440
1187.brewery_name,uKlshan Brewery,Kulshan Brewery
1008.state,L,IL
960.state,vLA,LA
1596.brewery_id,530,503
402.city,Granqd Rapids,Grand Rapids
2093.city,Atlnata,Atlanta
246.brewery_id,408,477
2063.state,NI,IN
1650.state,A,CA
406.brewery_name,Brewery jVivant,Brewery Vivant
542.brewery_id,408,192
225.brewery_id,408,53
401.brewery_name,Brewery Viavnt,Brewery Vivant
232.brewery_id,408,75
183.state,AC,CA
1320.brewery_name,Mehana Berwing Co.,Mehana Brewing Co.
57.brewery_id,2s7,27
320.brewery_name,Blue Point rewing Company,Blue Point Brewing Company
1157.brewery_name,KelSo Beer Coompany,KelSo Beer Company
521.brewery_id,408,497
858.state,AmZ,AZ
603.state,LF,FL
80.brewery_name,Against the Grainl Brewery,Against the Grain Brewery
1825.brewery_name,Schlafyl Brewing Company,Schlafly Brewing Company
2094.state,AG,GA
445.state,I,MI
1474.state,A,LA
1916.brewery_id,119,191
544.state,C,NC
1425.brewery_name,Narragansett Brewing Compauny,Narragansett Brewing Company
537.brewery_id,408,192
2398.brewery_id,y199,199
252.brewery_id,408,519
846.state,XT,TX
2089.brewery_id,4s47,447
1291.city,Uitica,Utica
415.city,Grantd Rapids,Grand Rapids
527.brewery_id,408,230
1996.state,jWI,WI
196.brewery_name,Base Camp rBewing Co.,Base Camp Brewing Co.
403.brewery_name,Birewery Vivant,Brewery Vivant
424.city,GrandRapids,Grand Rapids
480.brewery_id,4,24
884.brewery_name,Frenc Broad Brewery,French Broad Brewery
213.brewery_id,408,306
1391.state,CuA,CA
1437.state,rNE,NE
231.brewery_id,408,75
224.brewery_id,408,53
2289.city,oulder,Boulder
1785.city,Sa nDiego,San Diego
424.brewery_name,Brewery Vxivant,Brewery Vivant
1394.brewery_id,59,549
985.state,IR,RI
1593.brewery_name,Oskar Bues Brewery,Oskar Blues Brewery
166.brewery_name,Aver Brewing Company,Avery Brewing Company
241.brewery_id,408,220
109.state,A,CA
234.brewery_id,408,278
890.state,wME,ME
2155.brewery_id,g329,329
115.city,oonville,Boonville
404.city,GrandRapids,Grand Rapids
1469.state,T,CT
399.brewery_name,Breery Vivant,Brewery Vivant
2306.brewery_name,Utah Brewers Cootperative,Utah Brewers Cooperative
79.brewery_name,Againsvt the Grain Brewery,Against the Grain Brewery
1913.brewery_id,115***,115
106.brewery_name,Anderson Valley Brewing Copmany,Anderson Valley Brewing Company
525.brewery_id,408,230
877.state,AW,WA
1393.state,AC,CA
1636.state,TzX,TX
2405.state,O,CO
1275.state,lNM,NM
10.state,N,IN
2155.state,Y,NY
2211.state,NpC,NC
539.brewery_id,408,192
1477.state,A,LA
419.city,Grnad Rapids,Grand Rapids
222.brewery_id,408,76
1714.city,Paonija,Paonia
81.brewery_name,Againstt he Grain Brewery,Against the Grain Brewery
367.brewery_id,17,417
205.brewery_name,aBxter Brewing Company,Baxter Brewing Company
1195.brewery_id,5o9,59
395.brewery_name,Breweyr Vivant,Brewery Vivant
243.brewery_id,408,220
402.brewery_name,Brevwery Vivant,Brewery Vivant
631.brewery_name,Claremont Craft Alecs,Claremont Craft Ales
172.brewery_id,30,360
2014.state,WbI,WI
250.brewery_id,408,40
386.state,LF,FL
1517.brewery_id,18g4,184
1357.brewery_name,Milwaukee rBewing Company,Milwaukee Brewing Company
115.state,uCA,CA
229.brewery_id,408,75
795.city,Chibcago,Chicago
236.brewery_id,408,463
436.state,IM,MI
1998.city,Stveens Point,Stevens Point
407.city,Grand Rapis,Grand Rapids
215.brewery_id,408,103
408.city,Grand Raids,Grand Rapids
24.brewery_id,38,368
283.state,O,CO
